"Participant.ID","Country","AgeMatchGroup","ChiSquare","DF","Pval","Speed","Motion.status","N.obs"
"006AP","U.S.",6,2311563048.9273,100,0,0,"Moving",339284550
"006AP","U.S.",6,2311563048.9273,100,0,0,"Stationary",405637124
"006AP","U.S.",6,2311563048.9273,100,0,1,"Moving",9559350
"006AP","U.S.",6,2311563048.9273,100,0,1,"Stationary",275088034
"006AP","U.S.",6,2311563048.9273,100,0,2,"Moving",19301100
"006AP","U.S.",6,2311563048.9273,100,0,2,"Stationary",336266775
"006AP","U.S.",6,2311563048.9273,100,0,3,"Moving",31789950
"006AP","U.S.",6,2311563048.9273,100,0,3,"Stationary",280387963
"006AP","U.S.",6,2311563048.9273,100,0,4,"Moving",35419650
"006AP","U.S.",6,2311563048.9273,100,0,4,"Stationary",198584720
"006AP","U.S.",6,2311563048.9273,100,0,5,"Moving",31917450
"006AP","U.S.",6,2311563048.9273,100,0,5,"Stationary",151145787
"006AP","U.S.",6,2311563048.9273,100,0,6,"Moving",27899250
"006AP","U.S.",6,2311563048.9273,100,0,6,"Stationary",114804760
"006AP","U.S.",6,2311563048.9273,100,0,7,"Moving",29099700
"006AP","U.S.",6,2311563048.9273,100,0,7,"Stationary",93922846
"006AP","U.S.",6,2311563048.9273,100,0,8,"Moving",30816300
"006AP","U.S.",6,2311563048.9273,100,0,8,"Stationary",97841783
"006AP","U.S.",6,2311563048.9273,100,0,9,"Moving",35618700
"006AP","U.S.",6,2311563048.9273,100,0,9,"Stationary",120496899
"006AP","U.S.",6,2311563048.9273,100,0,10,"Moving",39701850
"006AP","U.S.",6,2311563048.9273,100,0,10,"Stationary",137754095
"006AP","U.S.",6,2311563048.9273,100,0,11,"Moving",38292300
"006AP","U.S.",6,2311563048.9273,100,0,11,"Stationary",123518346
"006AP","U.S.",6,2311563048.9273,100,0,12,"Moving",36653700
"006AP","U.S.",6,2311563048.9273,100,0,12,"Stationary",111665146
"006AP","U.S.",6,2311563048.9273,100,0,13,"Moving",38977950
"006AP","U.S.",6,2311563048.9273,100,0,13,"Stationary",102686087
"006AP","U.S.",6,2311563048.9273,100,0,14,"Moving",42663900
"006AP","U.S.",6,2311563048.9273,100,0,14,"Stationary",95839836
"006AP","U.S.",6,2311563048.9273,100,0,15,"Moving",47291850
"006AP","U.S.",6,2311563048.9273,100,0,15,"Stationary",99247751
"006AP","U.S.",6,2311563048.9273,100,0,16,"Moving",51288150
"006AP","U.S.",6,2311563048.9273,100,0,16,"Stationary",98672089
"006AP","U.S.",6,2311563048.9273,100,0,17,"Moving",50943300
"006AP","U.S.",6,2311563048.9273,100,0,17,"Stationary",87409804
"006AP","U.S.",6,2311563048.9273,100,0,18,"Moving",48410250
"006AP","U.S.",6,2311563048.9273,100,0,18,"Stationary",74462489
"006AP","U.S.",6,2311563048.9273,100,0,19,"Moving",47623350
"006AP","U.S.",6,2311563048.9273,100,0,19,"Stationary",70466001
"006AP","U.S.",6,2311563048.9273,100,0,20,"Moving",49918350
"006AP","U.S.",6,2311563048.9273,100,0,20,"Stationary",66579954
"006AP","U.S.",6,2311563048.9273,100,0,21,"Moving",53801550
"006AP","U.S.",6,2311563048.9273,100,0,21,"Stationary",74869718
"006AP","U.S.",6,2311563048.9273,100,0,22,"Moving",57143250
"006AP","U.S.",6,2311563048.9273,100,0,22,"Stationary",79888408
"006AP","U.S.",6,2311563048.9273,100,0,23,"Moving",56916150
"006AP","U.S.",6,2311563048.9273,100,0,23,"Stationary",65314435
"006AP","U.S.",6,2311563048.9273,100,0,24,"Moving",56627550
"006AP","U.S.",6,2311563048.9273,100,0,24,"Stationary",57663517
"006AP","U.S.",6,2311563048.9273,100,0,25,"Moving",58460700
"006AP","U.S.",6,2311563048.9273,100,0,25,"Stationary",55929715
"006AP","U.S.",6,2311563048.9273,100,0,26,"Moving",59308200
"006AP","U.S.",6,2311563048.9273,100,0,26,"Stationary",58888495
"006AP","U.S.",6,2311563048.9273,100,0,27,"Moving",62470500
"006AP","U.S.",6,2311563048.9273,100,0,27,"Stationary",56461946
"006AP","U.S.",6,2311563048.9273,100,0,28,"Moving",62751900
"006AP","U.S.",6,2311563048.9273,100,0,28,"Stationary",52236912
"006AP","U.S.",6,2311563048.9273,100,0,29,"Moving",62250450
"006AP","U.S.",6,2311563048.9273,100,0,29,"Stationary",48035436
"006AP","U.S.",6,2311563048.9273,100,0,30,"Moving",63230700
"006AP","U.S.",6,2311563048.9273,100,0,30,"Stationary",47314216
"006AP","U.S.",6,2311563048.9273,100,0,31,"Moving",63340500
"006AP","U.S.",6,2311563048.9273,100,0,31,"Stationary",46751424
"006AP","U.S.",6,2311563048.9273,100,0,32,"Moving",61646250
"006AP","U.S.",6,2311563048.9273,100,0,32,"Stationary",39307571
"006AP","U.S.",6,2311563048.9273,100,0,33,"Moving",62099700
"006AP","U.S.",6,2311563048.9273,100,0,33,"Stationary",31515612
"006AP","U.S.",6,2311563048.9273,100,0,34,"Moving",62992950
"006AP","U.S.",6,2311563048.9273,100,0,34,"Stationary",32648630
"006AP","U.S.",6,2311563048.9273,100,0,35,"Moving",64850100
"006AP","U.S.",6,2311563048.9273,100,0,35,"Stationary",27151575
"006AP","U.S.",6,2311563048.9273,100,0,36,"Moving",63455100
"006AP","U.S.",6,2311563048.9273,100,0,36,"Stationary",26787164
"006AP","U.S.",6,2311563048.9273,100,0,37,"Moving",61937700
"006AP","U.S.",6,2311563048.9273,100,0,37,"Stationary",23044849
"006AP","U.S.",6,2311563048.9273,100,0,38,"Moving",61328850
"006AP","U.S.",6,2311563048.9273,100,0,38,"Stationary",22485573
"006AP","U.S.",6,2311563048.9273,100,0,39,"Moving",64403100
"006AP","U.S.",6,2311563048.9273,100,0,39,"Stationary",24757638
"006AP","U.S.",6,2311563048.9273,100,0,40,"Moving",66547350
"006AP","U.S.",6,2311563048.9273,100,0,40,"Stationary",28268969
"006AP","U.S.",6,2311563048.9273,100,0,41,"Moving",63323850
"006AP","U.S.",6,2311563048.9273,100,0,41,"Stationary",29169621
"006AP","U.S.",6,2311563048.9273,100,0,42,"Moving",59729550
"006AP","U.S.",6,2311563048.9273,100,0,42,"Stationary",26074397
"006AP","U.S.",6,2311563048.9273,100,0,43,"Moving",55681050
"006AP","U.S.",6,2311563048.9273,100,0,43,"Stationary",21157928
"006AP","U.S.",6,2311563048.9273,100,0,44,"Moving",57075450
"006AP","U.S.",6,2311563048.9273,100,0,44,"Stationary",20298007
"006AP","U.S.",6,2311563048.9273,100,0,45,"Moving",59733150
"006AP","U.S.",6,2311563048.9273,100,0,45,"Stationary",21824650
"006AP","U.S.",6,2311563048.9273,100,0,46,"Moving",62004150
"006AP","U.S.",6,2311563048.9273,100,0,46,"Stationary",21680716
"006AP","U.S.",6,2311563048.9273,100,0,47,"Moving",63010800
"006AP","U.S.",6,2311563048.9273,100,0,47,"Stationary",23764577
"006AP","U.S.",6,2311563048.9273,100,0,48,"Moving",63839100
"006AP","U.S.",6,2311563048.9273,100,0,48,"Stationary",24660529
"006AP","U.S.",6,2311563048.9273,100,0,49,"Moving",64865400
"006AP","U.S.",6,2311563048.9273,100,0,49,"Stationary",23854425
"006AP","U.S.",6,2311563048.9273,100,0,50,"Moving",65774700
"006AP","U.S.",6,2311563048.9273,100,0,50,"Stationary",22768620
"006AP","U.S.",6,2311563048.9273,100,0,51,"Moving",66844050
"006AP","U.S.",6,2311563048.9273,100,0,51,"Stationary",24197061
"006AP","U.S.",6,2311563048.9273,100,0,52,"Moving",66617550
"006AP","U.S.",6,2311563048.9273,100,0,52,"Stationary",22126608
"006AP","U.S.",6,2311563048.9273,100,0,53,"Moving",62289300
"006AP","U.S.",6,2311563048.9273,100,0,53,"Stationary",22617879
"006AP","U.S.",6,2311563048.9273,100,0,54,"Moving",55986750
"006AP","U.S.",6,2311563048.9273,100,0,54,"Stationary",22475882
"006AP","U.S.",6,2311563048.9273,100,0,55,"Moving",54149550
"006AP","U.S.",6,2311563048.9273,100,0,55,"Stationary",22051404
"006AP","U.S.",6,2311563048.9273,100,0,56,"Moving",51503100
"006AP","U.S.",6,2311563048.9273,100,0,56,"Stationary",20058150
"006AP","U.S.",6,2311563048.9273,100,0,57,"Moving",49116300
"006AP","U.S.",6,2311563048.9273,100,0,57,"Stationary",20301307
"006AP","U.S.",6,2311563048.9273,100,0,58,"Moving",49095900
"006AP","U.S.",6,2311563048.9273,100,0,58,"Stationary",20712358
"006AP","U.S.",6,2311563048.9273,100,0,59,"Moving",48008550
"006AP","U.S.",6,2311563048.9273,100,0,59,"Stationary",21082428
"006AP","U.S.",6,2311563048.9273,100,0,60,"Moving",46849200
"006AP","U.S.",6,2311563048.9273,100,0,60,"Stationary",21184810
"006AP","U.S.",6,2311563048.9273,100,0,61,"Moving",45457800
"006AP","U.S.",6,2311563048.9273,100,0,61,"Stationary",21361111
"006AP","U.S.",6,2311563048.9273,100,0,62,"Moving",44021850
"006AP","U.S.",6,2311563048.9273,100,0,62,"Stationary",22376723
"006AP","U.S.",6,2311563048.9273,100,0,63,"Moving",42986550
"006AP","U.S.",6,2311563048.9273,100,0,63,"Stationary",16295561
"006AP","U.S.",6,2311563048.9273,100,0,64,"Moving",40846200
"006AP","U.S.",6,2311563048.9273,100,0,64,"Stationary",15996923
"006AP","U.S.",6,2311563048.9273,100,0,65,"Moving",39912300
"006AP","U.S.",6,2311563048.9273,100,0,65,"Stationary",17307488
"006AP","U.S.",6,2311563048.9273,100,0,66,"Moving",39993150
"006AP","U.S.",6,2311563048.9273,100,0,66,"Stationary",17354442
"006AP","U.S.",6,2311563048.9273,100,0,67,"Moving",38412900
"006AP","U.S.",6,2311563048.9273,100,0,67,"Stationary",15386705
"006AP","U.S.",6,2311563048.9273,100,0,68,"Moving",37627050
"006AP","U.S.",6,2311563048.9273,100,0,68,"Stationary",13331822
"006AP","U.S.",6,2311563048.9273,100,0,69,"Moving",37015500
"006AP","U.S.",6,2311563048.9273,100,0,69,"Stationary",13355353
"006AP","U.S.",6,2311563048.9273,100,0,70,"Moving",36514200
"006AP","U.S.",6,2311563048.9273,100,0,70,"Stationary",14288274
"006AP","U.S.",6,2311563048.9273,100,0,71,"Moving",36417750
"006AP","U.S.",6,2311563048.9273,100,0,71,"Stationary",15333180
"006AP","U.S.",6,2311563048.9273,100,0,72,"Moving",36314100
"006AP","U.S.",6,2311563048.9273,100,0,72,"Stationary",15403037
"006AP","U.S.",6,2311563048.9273,100,0,73,"Moving",35333550
"006AP","U.S.",6,2311563048.9273,100,0,73,"Stationary",13019741
"006AP","U.S.",6,2311563048.9273,100,0,74,"Moving",37024200
"006AP","U.S.",6,2311563048.9273,100,0,74,"Stationary",10781751
"006AP","U.S.",6,2311563048.9273,100,0,75,"Moving",37304700
"006AP","U.S.",6,2311563048.9273,100,0,75,"Stationary",9740321
"006AP","U.S.",6,2311563048.9273,100,0,76,"Moving",34520850
"006AP","U.S.",6,2311563048.9273,100,0,76,"Stationary",10009322
"006AP","U.S.",6,2311563048.9273,100,0,77,"Moving",37930500
"006AP","U.S.",6,2311563048.9273,100,0,77,"Stationary",8846751
"006AP","U.S.",6,2311563048.9273,100,0,78,"Moving",35188200
"006AP","U.S.",6,2311563048.9273,100,0,78,"Stationary",7836836
"006AP","U.S.",6,2311563048.9273,100,0,79,"Moving",31962000
"006AP","U.S.",6,2311563048.9273,100,0,79,"Stationary",7531312
"006AP","U.S.",6,2311563048.9273,100,0,80,"Moving",28040400
"006AP","U.S.",6,2311563048.9273,100,0,80,"Stationary",7250581
"006AP","U.S.",6,2311563048.9273,100,0,81,"Moving",26623050
"006AP","U.S.",6,2311563048.9273,100,0,81,"Stationary",7297733
"006AP","U.S.",6,2311563048.9273,100,0,82,"Moving",26787450
"006AP","U.S.",6,2311563048.9273,100,0,82,"Stationary",7846548
"006AP","U.S.",6,2311563048.9273,100,0,83,"Moving",29120400
"006AP","U.S.",6,2311563048.9273,100,0,83,"Stationary",9896665
"006AP","U.S.",6,2311563048.9273,100,0,84,"Moving",28639200
"006AP","U.S.",6,2311563048.9273,100,0,84,"Stationary",11663218
"006AP","U.S.",6,2311563048.9273,100,0,85,"Moving",23467950
"006AP","U.S.",6,2311563048.9273,100,0,85,"Stationary",7704927
"006AP","U.S.",6,2311563048.9273,100,0,86,"Moving",22697400
"006AP","U.S.",6,2311563048.9273,100,0,86,"Stationary",6717961
"006AP","U.S.",6,2311563048.9273,100,0,87,"Moving",19870200
"006AP","U.S.",6,2311563048.9273,100,0,87,"Stationary",5514804
"006AP","U.S.",6,2311563048.9273,100,0,88,"Moving",20145900
"006AP","U.S.",6,2311563048.9273,100,0,88,"Stationary",4955307
"006AP","U.S.",6,2311563048.9273,100,0,89,"Moving",20710350
"006AP","U.S.",6,2311563048.9273,100,0,89,"Stationary",5238142
"006AP","U.S.",6,2311563048.9273,100,0,90,"Moving",21776100
"006AP","U.S.",6,2311563048.9273,100,0,90,"Stationary",5338976
"006AP","U.S.",6,2311563048.9273,100,0,91,"Moving",21330000
"006AP","U.S.",6,2311563048.9273,100,0,91,"Stationary",4759057
"006AP","U.S.",6,2311563048.9273,100,0,92,"Moving",18644850
"006AP","U.S.",6,2311563048.9273,100,0,92,"Stationary",3786284
"006AP","U.S.",6,2311563048.9273,100,0,93,"Moving",17643450
"006AP","U.S.",6,2311563048.9273,100,0,93,"Stationary",3364440
"006AP","U.S.",6,2311563048.9273,100,0,94,"Moving",16210350
"006AP","U.S.",6,2311563048.9273,100,0,94,"Stationary",4025163
"006AP","U.S.",6,2311563048.9273,100,0,95,"Moving",16303800
"006AP","U.S.",6,2311563048.9273,100,0,95,"Stationary",3980206
"006AP","U.S.",6,2311563048.9273,100,0,96,"Moving",16357050
"006AP","U.S.",6,2311563048.9273,100,0,96,"Stationary",3498537
"006AP","U.S.",6,2311563048.9273,100,0,97,"Moving",15435000
"006AP","U.S.",6,2311563048.9273,100,0,97,"Stationary",3813658
"006AP","U.S.",6,2311563048.9273,100,0,98,"Moving",15055500
"006AP","U.S.",6,2311563048.9273,100,0,98,"Stationary",3360176
"006AP","U.S.",6,2311563048.9273,100,0,99,"Moving",14650200
"006AP","U.S.",6,2311563048.9273,100,0,99,"Stationary",2996451
"006AP","U.S.",6,2311563048.9273,100,0,100,"Moving",469877100
"006AP","U.S.",6,2311563048.9273,100,0,100,"Stationary",188229112
"006MO","India",6,349188154.288214,100,0,0,"Moving",413077050
"006MO","India",6,349188154.288214,100,0,0,"Stationary",563214000
"006MO","India",6,349188154.288214,100,0,1,"Moving",3454050
"006MO","India",6,349188154.288214,100,0,1,"Stationary",6732300
"006MO","India",6,349188154.288214,100,0,2,"Moving",7165950
"006MO","India",6,349188154.288214,100,0,2,"Stationary",24309450
"006MO","India",6,349188154.288214,100,0,3,"Moving",15922350
"006MO","India",6,349188154.288214,100,0,3,"Stationary",79263000
"006MO","India",6,349188154.288214,100,0,4,"Moving",25588500
"006MO","India",6,349188154.288214,100,0,4,"Stationary",143574300
"006MO","India",6,349188154.288214,100,0,5,"Moving",27444450
"006MO","India",6,349188154.288214,100,0,5,"Stationary",153302850
"006MO","India",6,349188154.288214,100,0,6,"Moving",26608050
"006MO","India",6,349188154.288214,100,0,6,"Stationary",118411500
"006MO","India",6,349188154.288214,100,0,7,"Moving",29658450
"006MO","India",6,349188154.288214,100,0,7,"Stationary",83750100
"006MO","India",6,349188154.288214,100,0,8,"Moving",32521350
"006MO","India",6,349188154.288214,100,0,8,"Stationary",82571850
"006MO","India",6,349188154.288214,100,0,9,"Moving",39526050
"006MO","India",6,349188154.288214,100,0,9,"Stationary",96736200
"006MO","India",6,349188154.288214,100,0,10,"Moving",44448000
"006MO","India",6,349188154.288214,100,0,10,"Stationary",101897100
"006MO","India",6,349188154.288214,100,0,11,"Moving",44833800
"006MO","India",6,349188154.288214,100,0,11,"Stationary",91702800
"006MO","India",6,349188154.288214,100,0,12,"Moving",42715350
"006MO","India",6,349188154.288214,100,0,12,"Stationary",81359850
"006MO","India",6,349188154.288214,100,0,13,"Moving",44290500
"006MO","India",6,349188154.288214,100,0,13,"Stationary",84680250
"006MO","India",6,349188154.288214,100,0,14,"Moving",50985600
"006MO","India",6,349188154.288214,100,0,14,"Stationary",95463450
"006MO","India",6,349188154.288214,100,0,15,"Moving",57829950
"006MO","India",6,349188154.288214,100,0,15,"Stationary",108577800
"006MO","India",6,349188154.288214,100,0,16,"Moving",62082000
"006MO","India",6,349188154.288214,100,0,16,"Stationary",105416400
"006MO","India",6,349188154.288214,100,0,17,"Moving",60366000
"006MO","India",6,349188154.288214,100,0,17,"Stationary",99693450
"006MO","India",6,349188154.288214,100,0,18,"Moving",59988000
"006MO","India",6,349188154.288214,100,0,18,"Stationary",92073450
"006MO","India",6,349188154.288214,100,0,19,"Moving",58114350
"006MO","India",6,349188154.288214,100,0,19,"Stationary",82174500
"006MO","India",6,349188154.288214,100,0,20,"Moving",58540650
"006MO","India",6,349188154.288214,100,0,20,"Stationary",78393300
"006MO","India",6,349188154.288214,100,0,21,"Moving",68830950
"006MO","India",6,349188154.288214,100,0,21,"Stationary",88982250
"006MO","India",6,349188154.288214,100,0,22,"Moving",83603700
"006MO","India",6,349188154.288214,100,0,22,"Stationary",102013800
"006MO","India",6,349188154.288214,100,0,23,"Moving",85913700
"006MO","India",6,349188154.288214,100,0,23,"Stationary",90640950
"006MO","India",6,349188154.288214,100,0,24,"Moving",77790600
"006MO","India",6,349188154.288214,100,0,24,"Stationary",75411750
"006MO","India",6,349188154.288214,100,0,25,"Moving",66896550
"006MO","India",6,349188154.288214,100,0,25,"Stationary",70790550
"006MO","India",6,349188154.288214,100,0,26,"Moving",62155350
"006MO","India",6,349188154.288214,100,0,26,"Stationary",68253000
"006MO","India",6,349188154.288214,100,0,27,"Moving",67869300
"006MO","India",6,349188154.288214,100,0,27,"Stationary",71917500
"006MO","India",6,349188154.288214,100,0,28,"Moving",74927550
"006MO","India",6,349188154.288214,100,0,28,"Stationary",72689250
"006MO","India",6,349188154.288214,100,0,29,"Moving",74301000
"006MO","India",6,349188154.288214,100,0,29,"Stationary",70960350
"006MO","India",6,349188154.288214,100,0,30,"Moving",70719450
"006MO","India",6,349188154.288214,100,0,30,"Stationary",70344150
"006MO","India",6,349188154.288214,100,0,31,"Moving",69229650
"006MO","India",6,349188154.288214,100,0,31,"Stationary",68355750
"006MO","India",6,349188154.288214,100,0,32,"Moving",69127050
"006MO","India",6,349188154.288214,100,0,32,"Stationary",72693150
"006MO","India",6,349188154.288214,100,0,33,"Moving",70094100
"006MO","India",6,349188154.288214,100,0,33,"Stationary",67741950
"006MO","India",6,349188154.288214,100,0,34,"Moving",70591200
"006MO","India",6,349188154.288214,100,0,34,"Stationary",71862900
"006MO","India",6,349188154.288214,100,0,35,"Moving",66270750
"006MO","India",6,349188154.288214,100,0,35,"Stationary",72665400
"006MO","India",6,349188154.288214,100,0,36,"Moving",56450850
"006MO","India",6,349188154.288214,100,0,36,"Stationary",59897250
"006MO","India",6,349188154.288214,100,0,37,"Moving",51118800
"006MO","India",6,349188154.288214,100,0,37,"Stationary",51553650
"006MO","India",6,349188154.288214,100,0,38,"Moving",51293250
"006MO","India",6,349188154.288214,100,0,38,"Stationary",49489950
"006MO","India",6,349188154.288214,100,0,39,"Moving",51851700
"006MO","India",6,349188154.288214,100,0,39,"Stationary",60559350
"006MO","India",6,349188154.288214,100,0,40,"Moving",56590050
"006MO","India",6,349188154.288214,100,0,40,"Stationary",71732100
"006MO","India",6,349188154.288214,100,0,41,"Moving",52593150
"006MO","India",6,349188154.288214,100,0,41,"Stationary",64559550
"006MO","India",6,349188154.288214,100,0,42,"Moving",52772400
"006MO","India",6,349188154.288214,100,0,42,"Stationary",50875800
"006MO","India",6,349188154.288214,100,0,43,"Moving",49864800
"006MO","India",6,349188154.288214,100,0,43,"Stationary",48272250
"006MO","India",6,349188154.288214,100,0,44,"Moving",47434500
"006MO","India",6,349188154.288214,100,0,44,"Stationary",45499050
"006MO","India",6,349188154.288214,100,0,45,"Moving",46402500
"006MO","India",6,349188154.288214,100,0,45,"Stationary",50387700
"006MO","India",6,349188154.288214,100,0,46,"Moving",44810550
"006MO","India",6,349188154.288214,100,0,46,"Stationary",56847900
"006MO","India",6,349188154.288214,100,0,47,"Moving",48309150
"006MO","India",6,349188154.288214,100,0,47,"Stationary",57418050
"006MO","India",6,349188154.288214,100,0,48,"Moving",46604400
"006MO","India",6,349188154.288214,100,0,48,"Stationary",52683600
"006MO","India",6,349188154.288214,100,0,49,"Moving",45286350
"006MO","India",6,349188154.288214,100,0,49,"Stationary",49135650
"006MO","India",6,349188154.288214,100,0,50,"Moving",39051600
"006MO","India",6,349188154.288214,100,0,50,"Stationary",41422800
"006MO","India",6,349188154.288214,100,0,51,"Moving",36146550
"006MO","India",6,349188154.288214,100,0,51,"Stationary",43771650
"006MO","India",6,349188154.288214,100,0,52,"Moving",36979200
"006MO","India",6,349188154.288214,100,0,52,"Stationary",45244200
"006MO","India",6,349188154.288214,100,0,53,"Moving",35008950
"006MO","India",6,349188154.288214,100,0,53,"Stationary",45781500
"006MO","India",6,349188154.288214,100,0,54,"Moving",31703400
"006MO","India",6,349188154.288214,100,0,54,"Stationary",41499900
"006MO","India",6,349188154.288214,100,0,55,"Moving",28760400
"006MO","India",6,349188154.288214,100,0,55,"Stationary",40533300
"006MO","India",6,349188154.288214,100,0,56,"Moving",27582750
"006MO","India",6,349188154.288214,100,0,56,"Stationary",39028350
"006MO","India",6,349188154.288214,100,0,57,"Moving",27151500
"006MO","India",6,349188154.288214,100,0,57,"Stationary",39654300
"006MO","India",6,349188154.288214,100,0,58,"Moving",29617650
"006MO","India",6,349188154.288214,100,0,58,"Stationary",36501300
"006MO","India",6,349188154.288214,100,0,59,"Moving",30985650
"006MO","India",6,349188154.288214,100,0,59,"Stationary",38422350
"006MO","India",6,349188154.288214,100,0,60,"Moving",26909550
"006MO","India",6,349188154.288214,100,0,60,"Stationary",33673800
"006MO","India",6,349188154.288214,100,0,61,"Moving",23719350
"006MO","India",6,349188154.288214,100,0,61,"Stationary",29183400
"006MO","India",6,349188154.288214,100,0,62,"Moving",22892400
"006MO","India",6,349188154.288214,100,0,62,"Stationary",29592150
"006MO","India",6,349188154.288214,100,0,63,"Moving",22729800
"006MO","India",6,349188154.288214,100,0,63,"Stationary",27341550
"006MO","India",6,349188154.288214,100,0,64,"Moving",22533300
"006MO","India",6,349188154.288214,100,0,64,"Stationary",30038550
"006MO","India",6,349188154.288214,100,0,65,"Moving",24879900
"006MO","India",6,349188154.288214,100,0,65,"Stationary",37646100
"006MO","India",6,349188154.288214,100,0,66,"Moving",25522050
"006MO","India",6,349188154.288214,100,0,66,"Stationary",39420750
"006MO","India",6,349188154.288214,100,0,67,"Moving",24943800
"006MO","India",6,349188154.288214,100,0,67,"Stationary",37114500
"006MO","India",6,349188154.288214,100,0,68,"Moving",22053150
"006MO","India",6,349188154.288214,100,0,68,"Stationary",35447550
"006MO","India",6,349188154.288214,100,0,69,"Moving",19908000
"006MO","India",6,349188154.288214,100,0,69,"Stationary",35373750
"006MO","India",6,349188154.288214,100,0,70,"Moving",18348750
"006MO","India",6,349188154.288214,100,0,70,"Stationary",33108750
"006MO","India",6,349188154.288214,100,0,71,"Moving",18110700
"006MO","India",6,349188154.288214,100,0,71,"Stationary",33958650
"006MO","India",6,349188154.288214,100,0,72,"Moving",15757350
"006MO","India",6,349188154.288214,100,0,72,"Stationary",30689250
"006MO","India",6,349188154.288214,100,0,73,"Moving",13887900
"006MO","India",6,349188154.288214,100,0,73,"Stationary",25208400
"006MO","India",6,349188154.288214,100,0,74,"Moving",13569900
"006MO","India",6,349188154.288214,100,0,74,"Stationary",24752100
"006MO","India",6,349188154.288214,100,0,75,"Moving",12300150
"006MO","India",6,349188154.288214,100,0,75,"Stationary",23441100
"006MO","India",6,349188154.288214,100,0,76,"Moving",13561500
"006MO","India",6,349188154.288214,100,0,76,"Stationary",24908100
"006MO","India",6,349188154.288214,100,0,77,"Moving",13886400
"006MO","India",6,349188154.288214,100,0,77,"Stationary",26512200
"006MO","India",6,349188154.288214,100,0,78,"Moving",12988350
"006MO","India",6,349188154.288214,100,0,78,"Stationary",21915450
"006MO","India",6,349188154.288214,100,0,79,"Moving",12265350
"006MO","India",6,349188154.288214,100,0,79,"Stationary",19543650
"006MO","India",6,349188154.288214,100,0,80,"Moving",11293050
"006MO","India",6,349188154.288214,100,0,80,"Stationary",22356300
"006MO","India",6,349188154.288214,100,0,81,"Moving",11197200
"006MO","India",6,349188154.288214,100,0,81,"Stationary",20913600
"006MO","India",6,349188154.288214,100,0,82,"Moving",11598900
"006MO","India",6,349188154.288214,100,0,82,"Stationary",20117850
"006MO","India",6,349188154.288214,100,0,83,"Moving",13793850
"006MO","India",6,349188154.288214,100,0,83,"Stationary",23946600
"006MO","India",6,349188154.288214,100,0,84,"Moving",13095450
"006MO","India",6,349188154.288214,100,0,84,"Stationary",26774250
"006MO","India",6,349188154.288214,100,0,85,"Moving",9767100
"006MO","India",6,349188154.288214,100,0,85,"Stationary",24184050
"006MO","India",6,349188154.288214,100,0,86,"Moving",7519650
"006MO","India",6,349188154.288214,100,0,86,"Stationary",20130300
"006MO","India",6,349188154.288214,100,0,87,"Moving",7534950
"006MO","India",6,349188154.288214,100,0,87,"Stationary",19178250
"006MO","India",6,349188154.288214,100,0,88,"Moving",7875450
"006MO","India",6,349188154.288214,100,0,88,"Stationary",18262950
"006MO","India",6,349188154.288214,100,0,89,"Moving",7219500
"006MO","India",6,349188154.288214,100,0,89,"Stationary",16995300
"006MO","India",6,349188154.288214,100,0,90,"Moving",7068450
"006MO","India",6,349188154.288214,100,0,90,"Stationary",17520150
"006MO","India",6,349188154.288214,100,0,91,"Moving",6988800
"006MO","India",6,349188154.288214,100,0,91,"Stationary",16896750
"006MO","India",6,349188154.288214,100,0,92,"Moving",7097700
"006MO","India",6,349188154.288214,100,0,92,"Stationary",16593300
"006MO","India",6,349188154.288214,100,0,93,"Moving",5846700
"006MO","India",6,349188154.288214,100,0,93,"Stationary",17488050
"006MO","India",6,349188154.288214,100,0,94,"Moving",5531100
"006MO","India",6,349188154.288214,100,0,94,"Stationary",16864950
"006MO","India",6,349188154.288214,100,0,95,"Moving",5842200
"006MO","India",6,349188154.288214,100,0,95,"Stationary",15786600
"006MO","India",6,349188154.288214,100,0,96,"Moving",7339200
"006MO","India",6,349188154.288214,100,0,96,"Stationary",15917550
"006MO","India",6,349188154.288214,100,0,97,"Moving",6372000
"006MO","India",6,349188154.288214,100,0,97,"Stationary",14683500
"006MO","India",6,349188154.288214,100,0,98,"Moving",5931300
"006MO","India",6,349188154.288214,100,0,98,"Stationary",13878000
"006MO","India",6,349188154.288214,100,0,99,"Moving",5689650
"006MO","India",6,349188154.288214,100,0,99,"Stationary",13531200
"006MO","India",6,349188154.288214,100,0,100,"Moving",216938700
"006MO","India",6,349188154.288214,100,0,100,"Stationary",444958650
"017MA","India",17.5,1030573399.09699,100,0,0,"Moving",167988300
"017MA","India",17.5,1030573399.09699,100,0,0,"Stationary",777448650
"017MA","India",17.5,1030573399.09699,100,0,1,"Moving",4421550
"017MA","India",17.5,1030573399.09699,100,0,1,"Stationary",192852600
"017MA","India",17.5,1030573399.09699,100,0,2,"Moving",5997000
"017MA","India",17.5,1030573399.09699,100,0,2,"Stationary",359742900
"017MA","India",17.5,1030573399.09699,100,0,3,"Moving",11087100
"017MA","India",17.5,1030573399.09699,100,0,3,"Stationary",610346250
"017MA","India",17.5,1030573399.09699,100,0,4,"Moving",14476650
"017MA","India",17.5,1030573399.09699,100,0,4,"Stationary",661785900
"017MA","India",17.5,1030573399.09699,100,0,5,"Moving",14220750
"017MA","India",17.5,1030573399.09699,100,0,5,"Stationary",393094050
