Participant.ID,Country,Weeks.At.Test,AgeMatchGroup,Clip.Index,Segment.Index,Motion.Static,Segment.Start.ms,Segment.End.ms,Segment.ms
036VI,India,36,36,17,0,Stationary,0,4910,4910
025TT,U.S.,25,25,4,33,Stationary,1235928,1240845,4917
036VI,India,36,36,12,48,Moving,1540234,1545152,4918
053KD,U.S.,53,53.5,7,22,Moving,263588,268508,4920
036MR,U.S.,36,36,7,50,Stationary,2718539,2723459,4920
053KD,U.S.,53,53.5,7,59,Stationary,715062,719982,4920
046TE,U.S.,46,46.5,7,23,Moving,1361557,1366485,4928
036VI,India,36,36,5,111,Moving,3264544,3269473,4929
036VI,India,36,36,5,121,Moving,3385210,3390139,4929
053KD,U.S.,53,53.5,6,102,Moving,3555788,3560717,4929
036MR,U.S.,36,36,15,5,Moving,27491,32429,4938
034NW,U.S.,34,35,11,27,Moving,831003,835942,4939
057AP,U.S.,57,57.5,4,152,Moving,3469514,3474453,4939
025TT,U.S.,25,25,4,13,Moving,295765,300708,4943
036VI,India,36,36,8,7,Stationary,2156790,2161742,4952
053KD,U.S.,53,53.5,4,3,Moving,101824,106781,4957
053KD,U.S.,53,53.5,3,53,Moving,835793,840750,4957
022JL,U.S.,22,23,15,29,Moving,2622708,2627666,4958
036MR,U.S.,36,36,8,3,Moving,34137,39100,4963
036VI,India,36,36,5,24,Moving,1668686,1673649,4963
048RE,India,48,46.5,9,65,Moving,2274085,2279066,4981
046TE,U.S.,46,46.5,18,24,Moving,440300,445294,4994
053KD,U.S.,53,53.5,3,107,Moving,1785583,1790577,4994
053KD,U.S.,53,53.5,3,83,Moving,1423686,1428680,4994
053KD,U.S.,53,53.5,4,33,Moving,2287525,2292519,4994
036VI,India,36,36,11,38,Moving,959599,964594,4995
053KD,U.S.,53,53.5,1,28,Stationary,650386,655383,4997
017MA,India,17,17.5,20,3,Moving,283938,288941,5003
048RE,India,48,46.5,11,40,Stationary,880023,885030,5007
058LA,India,58,57.5,10,8,Moving,371005,376014,5009
058LA,India,58,57.5,9,8,Moving,371005,376014,5009
036VI,India,36,36,12,131,Moving,2773006,2778017,5011
046TE,U.S.,46,46.5,7,6,Stationary,1096327,1101340,5013
024DA,India,24,23,11,27,Moving,571003,576024,5021
034NW,U.S.,34,35,15,29,Moving,760171,765192,5021
022JL,U.S.,22,23,13,3,Moving,467162,472193,5031
036MR,U.S.,36,36,11,189,Moving,2422760,2427791,5031
053KD,U.S.,53,53.5,7,38,Moving,452214,457245,5031
053KD,U.S.,53,53.5,1,43,Moving,2739992,2745023,5031
025TT,U.S.,25,25,7,5,Moving,1048184,1053217,5033
046TE,U.S.,46,46.5,7,27,Moving,1406012,1411050,5038
048RE,India,48,46.5,11,53,Moving,1181396,1186436,5040
025TT,U.S.,25,25,16,4,Stationary,676757,681799,5042
036MR,U.S.,36,36,17,35,Moving,565386,570431,5045
046TE,U.S.,46,46.5,6,16,Moving,1091349,1096397,5048
036VI,India,36,36,12,133,Moving,2815540,2820596,5056
036VI,India,36,36,7,3,Moving,63650,68709,5059
036VI,India,36,36,12,130,Stationary,2767945,2773005,5060
036MR,U.S.,36,36,6,12,Moving,220491,225556,5065
036VI,India,36,36,12,173,Moving,3320440,3325505,5065
036VI,India,36,36,5,155,Moving,4254692,4259757,5065
036VI,India,36,36,12,200,Stationary,3742482,3747547,5065
036MR,U.S.,36,36,9,35,Moving,824361,829429,5068
053KD,U.S.,53,53.5,7,100,Moving,1542900,1547968,5068
057AP,U.S.,57,57.5,11,1,Moving,3552,8620,5068
053KD,U.S.,53,53.5,7,41,Stationary,506900,511968,5068
057AP,U.S.,57,57.5,6,24,Stationary,371443,376511,5068
036VI,India,36,36,5,89,Moving,2885410,2890487,5077
048RE,India,48,46.5,11,5,Moving,106685,111773,5088
036VI,India,36,36,11,50,Moving,1115262,1120353,5091
046TE,U.S.,46,46.5,7,77,Moving,3731227,3736318,5091
057AP,U.S.,57,57.5,4,94,Moving,2398332,2403423,5091
036MR,U.S.,36,36,14,16,Stationary,168112,173203,5091
036MR,U.S.,36,36,17,10,Stationary,225794,230893,5099
036MR,U.S.,36,36,4,27,Stationary,292967,298071,5104
057AP,U.S.,57,57.5,6,9,Moving,111777,116882,5105
057AP,U.S.,57,57.5,7,12,Stationary,374699,379804,5105
034JC,U.S.,34,34,16,3,Stationary,59960,65082,5122
057AP,U.S.,57,57.5,4,54,Moving,1677510,1682639,5129
057AP,U.S.,57,57.5,4,126,Moving,3064548,3069677,5129
054AJ,India,54,53.5,28,1,Moving,7027,12157,5130
036MR,U.S.,36,36,8,16,Stationary,168437,173570,5133
036MR,U.S.,36,36,17,34,Stationary,560252,565385,5133
036VI,India,36,36,13,23,Moving,365568,370707,5139
022JL,U.S.,22,23,15,3,Moving,1447699,1452841,5142
036MR,U.S.,36,36,7,19,Moving,1138380,1143522,5142
018MT,U.S.,18,17.5,13,2,Stationary,59385,64527,5142
036MR,U.S.,36,36,11,54,Stationary,629481,634623,5142
036VI,India,36,36,5,6,Moving,233841,238986,5145
036NI,India,36,35,6,35,Stationary,1411852,1417000,5148
058LA,India,58,57.5,2,1,Stationary,6323,11481,5158
034NW,U.S.,34,35,4,1,Moving,12633,17794,5161
036VI,India,36,36,12,169,Moving,3289432,3294599,5167
057AP,U.S.,57,57.5,4,112,Moving,2909432,2914599,5167
036MR,U.S.,36,36,6,17,Stationary,267785,272952,5167
046TE,U.S.,46,46.5,6,2,Moving,57187,62356,5169
036MR,U.S.,36,36,7,29,Moving,1911088,1916267,5179
053KD,U.S.,53,53.5,2,19,Moving,567358,572537,5179
057AP,U.S.,57,57.5,9,5,Moving,67266,72445,5179
036MR,U.S.,36,36,11,110,Stationary,1342804,1347983,5179
036VI,India,36,36,15,35,Stationary,820919,826098,5179
053KD,U.S.,53,53.5,7,17,Stationary,224775,229954,5179
036VI,India,36,36,9,16,Moving,448497,453685,5188
036VI,India,36,36,12,204,Stationary,3773569,3778759,5190
034NW,U.S.,34,35,5,9,Stationary,413171,418368,5197
034NW,U.S.,34,35,15,74,Stationary,2481209,2486409,5200
034SA,India,34,34,16,12,Stationary,1152895,1158095,5200
022JL,U.S.,22,23,14,47,Moving,1153247,1158448,5201
022JL,U.S.,22,23,14,13,Moving,274924,280125,5201
036MR,U.S.,36,36,17,5,Moving,100436,105637,5201
036VI,India,36,36,5,149,Moving,4074390,4079591,5201
036VI,India,36,36,13,55,Moving,884272,889473,5201
053KD,U.S.,53,53.5,6,74,Moving,2911658,2916859,5201
053KD,U.S.,53,53.5,6,80,Moving,3280388,3285589,5201
022JL,U.S.,22,23,11,24,Stationary,1907163,1912364,5201
036VI,India,36,36,13,112,Stationary,2118096,2123299,5203
054AJ,India,54,53.5,27,1,Stationary,20235,25449,5214
036MR,U.S.,36,36,4,26,Moving,287750,292966,5216
018MT,U.S.,18,17.5,2,22,Stationary,1990933,1996149,5216
036MR,U.S.,36,36,11,108,Stationary,1330964,1336180,5216
036VI,India,36,36,13,48,Stationary,724689,729911,5222
018MT,U.S.,18,17.5,13,28,Stationary,1047714,1052945,5231
054AJ,India,54,53.5,11,0,Unclassified,0,5234,5234
022JL,U.S.,22,23,11,9,Moving,823548,828783,5235
036MR,U.S.,36,36,17,27,Moving,448392,453627,5235
036VI,India,36,36,5,97,Moving,2987063,2992305,5242
048RE,India,48,46.5,11,56,Stationary,1211328,1216577,5249
018MT,U.S.,18,17.5,11,5,Moving,2169495,2174748,5253
018MT,U.S.,18,17.5,4,10,Stationary,194620,199873,5253
022JL,U.S.,22,23,4,4,Stationary,176416,181669,5253
036VI,India,36,36,5,164,Stationary,4307630,4312899,5269
053KD,U.S.,53,53.5,1,14,Stationary,222224,227493,5269
036VI,India,36,36,15,76,Moving,1836088,1841363,5275
025TA,India,25,25,10,7,Stationary,630179,635458,5279
036VI,India,36,36,8,8,Moving,2161743,2167023,5280
057AP,U.S.,57,57.5,4,22,Moving,371944,377225,5281
036VI,India,36,36,9,53,Moving,1291966,1297248,5282
048RE,India,48,46.5,20,17,Stationary,508635,513918,5283
034NW,U.S.,34,35,5,17,Stationary,482455,487741,5286
036MR,U.S.,36,36,13,79,Moving,1611017,1616307,5290
036MR,U.S.,36,36,4,20,Moving,238984,244274,5290
036MR,U.S.,36,36,13,45,Moving,868464,873754,5290
036MR,U.S.,36,36,13,61,Moving,1307173,1312463,5290
057AP,U.S.,57,57.5,6,3,Moving,48322,53612,5290
057AP,U.S.,57,57.5,11,9,Moving,131979,137269,5290
036MR,U.S.,36,36,3,2,Stationary,139564,144854,5290
034JC,U.S.,34,34,6,44,Moving,2251579,2256870,5291
036MR,U.S.,36,36,11,2,Stationary,37296,42587,5291
036MR,U.S.,36,36,10,2,Stationary,37296,42587,5291
036VI,India,36,36,9,46,Stationary,1056008,1061299,5291
036VI,India,36,36,16,1,Stationary,15075,20386,5311
022JL,U.S.,22,23,4,3,Moving,171088,176415,5327
036MR,U.S.,36,36,13,35,Moving,708846,714173,5327
057AP,U.S.,57,57.5,7,1,Moving,141303,146630,5327
057AP,U.S.,57,57.5,8,3,Moving,840862,846189,5327
036MR,U.S.,36,36,17,22,Stationary,409666,415003,5337
048RE,India,48,46.5,7,8,Moving,119515,124853,5338
048RE,India,48,46.5,9,39,Moving,1370886,1376232,5346
034NW,U.S.,34,35,9,50,Moving,1953621,1958970,5349
034NW,U.S.,34,35,4,11,Moving,291701,297052,5351
054AJ,India,54,53.5,13,0,Stationary,0,5355,5355
036VI,India,36,36,7,1,Moving,33137,38494,5357
036MR,U.S.,36,36,14,14,Stationary,159182,164539,5357
017MA,India,17,17.5,6,3,Stationary,749367,754727,5360
036MR,U.S.,36,36,11,32,Stationary,365264,370628,5364
036VI,India,36,36,9,1,Stationary,3552,8916,5364
053KD,U.S.,53,53.5,7,137,Stationary,3061454,3066818,5364
048RE,India,48,46.5,9,25,Moving,787761,793131,5370
018MT,U.S.,18,17.5,7,1,Moving,680023,685394,5371
036MR,U.S.,36,36,6,24,Moving,433569,438940,5371
036VI,India,36,36,15,91,Unclassified,2062619,2068003,5384
025TT,U.S.,25,25,20,6,Stationary,1003911,1009304,5393
036MR,U.S.,36,36,5,29,Moving,675755,681150,5395
036VI,India,36,36,12,193,Moving,3696820,3702218,5398
057AP,U.S.,57,57.5,8,44,Stationary,2947975,2953376,5401
036VI,India,36,36,15,95,Moving,2188495,2193897,5402
054AJ,India,54,53.5,16,7,Moving,103082,108484,5402
048RE,India,48,46.5,10,3,Moving,62267,67685,5418
048RE,India,48,46.5,13,18,Moving,476254,481673,5419
048RE,India,48,46.5,9,0,Stationary,0,5429,5429
058LA,India,58,57.5,11,1,Moving,9785,15217,5432
057AP,U.S.,57,57.5,9,7,Moving,201872,207310,5438
057AP,U.S.,57,57.5,9,35,Moving,1266547,1271985,5438
036MR,U.S.,36,36,7,30,Stationary,1916268,1921706,5438
053KD,U.S.,53,53.5,6,34,Moving,1010752,1016191,5439
034NW,U.S.,34,35,15,48,Stationary,1132123,1137564,5441
036VI,India,36,36,15,17,Stationary,401524,406972,5448
034NW,U.S.,34,35,14,25,Moving,761877,767339,5462
036NI,India,36,35,5,42,Moving,2706047,2711509,5462
024DA,India,24,23,4,25,Moving,1348924,1354395,5471
036VI,India,36,36,11,32,Moving,900372,905843,5471
048RE,India,48,46.5,11,41,Moving,885031,890503,5472
046TE,U.S.,46,46.5,7,76,Stationary,3725754,3731226,5472
022JL,U.S.,22,23,14,27,Moving,568344,573817,5473
018MT,U.S.,18,17.5,2,19,Moving,1608575,1614050,5475
036MR,U.S.,36,36,7,5,Moving,87321,92796,5475
046TE,U.S.,46,46.5,18,10,Moving,218004,223479,5475
057AP,U.S.,57,57.5,8,19,Moving,1466310,1471785,5475
057AP,U.S.,57,57.5,6,25,Moving,376512,381987,5475
057AP,U.S.,57,57.5,7,17,Moving,468013,473488,5475
036NI,India,36,35,8,7,Stationary,204582,210065,5483
034NW,U.S.,34,35,11,23,Moving,630927,636418,5491
025TT,U.S.,25,25,4,26,Moving,1126507,1132008,5501
034NW,U.S.,34,35,15,46,Stationary,1119209,1124713,5504
036VI,India,36,36,12,191,Moving,3618960,3624467,5507
036MR,U.S.,36,36,14,26,Stationary,394288,399797,5509
018MT,U.S.,18,17.5,2,23,Moving,1996150,2001662,5512
018MT,U.S.,18,17.5,2,13,Moving,1129388,1134900,5512
053KD,U.S.,53,53.5,7,68,Moving,898989,904501,5512
053KD,U.S.,53,53.5,7,16,Moving,219262,224774,5512
025TT,U.S.,25,25,4,47,Stationary,2258391,2263903,5512
025TT,U.S.,25,25,8,0,Stationary,0,5514,5514
048RE,India,48,46.5,24,0,Unclassified,0,5518,5518
058LA,India,58,57.5,8,8,Moving,150219,155742,5523
048RE,India,48,46.5,9,15,Moving,651678,657202,5524
034JC,U.S.,34,34,7,9,Stationary,85987,91511,5524
022JL,U.S.,22,23,11,4,Stationary,552704,558245,5541
036MR,U.S.,36,36,8,18,Stationary,174897,180438,5541
006MO,India,6,6,19,2,Moving,441123,446666,5543
058LA,India,58,57.5,8,36,Moving,1440533,1446081,5548
018MT,U.S.,18,17.5,2,17,Moving,1573758,1579307,5549
036VI,India,36,36,15,15,Stationary,386983,392532,5549
053KD,U.S.,53,53.5,3,80,Stationary,1364967,1370516,5549
036MR,U.S.,36,36,11,7,Moving,82362,87912,5550
036MR,U.S.,36,36,10,7,Moving,82362,87912,5550
036VI,India,36,36,5,159,Moving,4279852,4285404,5552
048RE,India,48,46.5,10,0,Stationary,0,5560,5560
022JL,U.S.,22,23,14,14,Stationary,280126,285701,5575
036VI,India,36,36,12,25,Stationary,793356,798931,5575
048RE,India,48,46.5,17,39,Moving,518294,523870,5576
046TE,U.S.,46,46.5,18,0,Moving,0,5583,5583
053KD,U.S.,53,53.5,1,39,Moving,2615178,2620761,5583
057AP,U.S.,57,57.5,4,8,Moving,224884,230469,5585
036MR,U.S.,36,36,5,0,Stationary,0,5585,5585
057AP,U.S.,57,57.5,4,3,Stationary,16948,22533,5585
036MR,U.S.,36,36,9,13,Moving,272432,278018,5586
053KD,U.S.,53,53.5,7,46,Moving,559403,564989,5586
046TE,U.S.,46,46.5,17,4,Stationary,86839,92425,5586
058LA,India,58,57.5,8,6,Moving,112319,117909,5590
025TT,U.S.,25,25,6,0,Stationary,0,5596,5596
036VI,India,36,36,13,94,Stationary,1563463,1569065,5602
018MT,U.S.,18,17.5,4,25,Moving,654382,659987,5605
006AP,U.S.,6,6,5,1,Moving,1420010,1425619,5609
048RE,India,48,46.5,9,5,Moving,184386,189995,5609
053KD,U.S.,53,53.5,1,57,Moving,3145272,3150881,5609
046TE,U.S.,46,46.5,7,65,Moving,3297706,3303320,5614
034NW,U.S.,34,35,9,30,Moving,1560343,1565961,5618
036MR,U.S.,36,36,2,1,Moving,26640,32263,5623
053KD,U.S.,53,53.5,4,15,Moving,1154659,1160282,5623
053KD,U.S.,53,53.5,2,11,Moving,272061,277684,5623
057AP,U.S.,57,57.5,7,7,Moving,272394,278017,5623
057AP,U.S.,57,57.5,4,48,Moving,1129588,1135211,5623
057AP,U.S.,57,57.5,4,119,Stationary,3026548,3032171,5623
025TT,U.S.,25,25,20,17,Moving,1165248,1170872,5624
053KD,U.S.,53,53.5,6,98,Moving,3514580,3520223,5643
024DA,India,24,23,6,0,Unclassified,0,5653,5653
024DA,India,24,23,5,5,Moving,198220,203876,5656
046TE,U.S.,46,46.5,6,0,Unclassified,0,5656,5656
018MT,U.S.,18,17.5,8,9,Moving,994227,999887,5660
053KD,U.S.,53,53.5,3,125,Moving,2974874,2980534,5660
018MT,U.S.,18,17.5,8,18,Stationary,1631663,1637323,5660
024DA,India,24,23,4,9,Moving,1198254,1203915,5661
057AP,U.S.,57,57.5,4,170,Moving,3839140,3844801,5661
006AP,U.S.,6,6,16,2,Stationary,28968,34645,5677
036VI,India,36,36,5,92,Stationary,2929619,2935299,5680
034SA,India,34,34,14,14,Moving,1297229,1302913,5684
034NW,U.S.,34,35,14,27,Moving,787138,792830,5692
018MT,U.S.,18,17.5,4,1,Moving,27380,33077,5697
018MT,U.S.,18,17.5,7,13,Moving,1004217,1009914,5697
022JL,U.S.,22,23,15,13,Moving,2059309,2065006,5697
036MR,U.S.,36,36,11,29,Moving,320383,326080,5697
036MR,U.S.,36,36,11,37,Moving,415325,421022,5697
053KD,U.S.,53,53.5,7,40,Moving,501202,506899,5697
036MR,U.S.,36,36,5,43,Moving,1146765,1152464,5699
057AP,U.S.,57,57.5,4,120,Moving,3032172,3037871,5699
034SA,India,34,34,4,0,Unclassified,0,5703,5703
034JC,U.S.,34,34,16,15,Stationary,964328,970035,5707
018MT,U.S.,18,17.5,13,31,Moving,1076256,1081964,5708
034NW,U.S.,34,35,4,7,Moving,177748,183458,5710
036VI,India,36,36,12,66,Moving,2069274,2074985,5711
018MT,U.S.,18,17.5,13,18,Stationary,841144,846855,5711
036NI,India,36,35,6,10,Moving,370269,375988,5719
018MT,U.S.,18,17.5,6,33,Moving,2639802,2645536,5734
036MR,U.S.,36,36,13,1,Moving,73149,78883,5734
036MR,U.S.,36,36,9,21,Moving,513561,519295,5734
036MR,U.S.,36,36,10,8,Stationary,87912,93647,5735
036MR,U.S.,36,36,11,8,Stationary,87912,93647,5735
036VI,India,36,36,11,16,Moving,703152,708889,5737
036MR,U.S.,36,36,8,57,Moving,576879,582624,5745
036VI,India,36,36,5,120,Stationary,3379464,3385209,5745
054AJ,India,54,53.5,17,0,Moving,0,5768,5768
036MR,U.S.,36,36,11,139,Moving,1652642,1658413,5771
053KD,U.S.,53,53.5,7,14,Moving,188737,194508,5771
053KD,U.S.,53,53.5,3,75,Moving,1282790,1288561,5771
018MT,U.S.,18,17.5,2,10,Stationary,1098863,1104634,5771
022JL,U.S.,22,23,13,14,Stationary,716098,721869,5771
057AP,U.S.,57,57.5,4,162,Moving,3706064,3711839,5775
057AP,U.S.,57,57.5,4,130,Moving,3118698,3124473,5775
006AP,U.S.,6,6,14,1,Moving,274210,279989,5779
054AJ,India,54,53.5,28,10,Stationary,67245,73026,5781
034SA,India,34,34,16,13,Moving,1158095,1163885,5790
046TE,U.S.,46,46.5,10,25,Moving,1434601,1440394,5793
036MR,U.S.,36,36,13,65,Moving,1435600,1441394,5794
054AJ,India,54,53.5,16,2,Stationary,43812,49619,5807
018MT,U.S.,18,17.5,13,13,Moving,691789,697597,5808
022JL,U.S.,22,23,15,23,Moving,2329150,2334958,5808
036MR,U.S.,36,36,7,35,Moving,1940022,1945830,5808
046TE,U.S.,46,46.5,18,28,Moving,551152,556960,5808
034NW,U.S.,34,35,14,11,Moving,122044,127857,5813
036MR,U.S.,36,36,14,0,Stationary,0,5813,5813
046TE,U.S.,46,46.5,7,45,Moving,2960030,2965847,5817
034JC,U.S.,34,34,13,9,Stationary,344733,350551,5818
036VI,India,36,36,15,78,Moving,1861731,1867568,5837
048RE,India,48,46.5,11,36,Stationary,718787,724626,5839
034NW,U.S.,34,35,4,15,Moving,382352,388195,5843
018MT,U.S.,18,17.5,8,44,Stationary,2082841,2088686,5845
036MR,U.S.,36,36,11,68,Stationary,737521,743366,5845
053KD,U.S.,53,53.5,6,89,Stationary,3431144,3436991,5847
036NI,India,36,35,5,50,Moving,3130101,3135951,5850
036VI,India,36,36,7,35,Moving,1242182,1248033,5851
046TE,U.S.,46,46.5,15,42,Stationary,1642128,1647983,5855
036VI,India,36,36,12,36,Moving,1194031,1199893,5862
036VI,India,36,36,9,15,Stationary,442631,448496,5865
048RE,India,48,46.5,2,3,Moving,100014,105889,5875
036VI,India,36,36,11,12,Moving,649862,655738,5876
036VI,India,36,36,9,55,Moving,1321640,1327518,5878
036VI,India,36,36,12,140,Stationary,2909212,2915091,5879
036MR,U.S.,36,36,17,21,Moving,403784,409665,5881
036VI,India,36,36,9,22,Moving,550301,556182,5881
046TE,U.S.,46,46.5,18,4,Moving,121434,127316,5882
057AP,U.S.,57,57.5,6,1,Moving,36223,42105,5882
036VI,India,36,36,12,205,Moving,3778760,3784649,5889
048RE,India,48,46.5,18,33,Unclassified,1593429,1599318,5889
058LA,India,58,57.5,11,3,Moving,1182238,1188134,5896
036VI,India,36,36,13,67,Moving,1020578,1026476,5898
053KD,U.S.,53,53.5,6,86,Moving,3376268,3382183,5915
022JL,U.S.,22,23,11,14,Stationary,880192,886107,5915
025TT,U.S.,25,25,18,12,Unclassified,1168889,1174806,5917
053KD,U.S.,53,53.5,7,114,Moving,2035666,2041585,5919
057AP,U.S.,57,57.5,11,39,Moving,1256261,1262180,5919
036MR,U.S.,36,36,11,120,Stationary,1461315,1467234,5919
034NW,U.S.,34,35,8,5,Unclassified,723511,729433,5922
036NI,India,36,35,5,61,Stationary,4134363,4140287,5924
054AJ,India,54,53.5,28,21,Stationary,140146,146073,5927
034NW,U.S.,34,35,11,2,Stationary,48385,54329,5944
036VI,India,36,36,5,161,Moving,4292500,4298449,5949
036VI,India,36,36,9,48,Stationary,1062603,1068553,5950
057AP,U.S.,57,57.5,11,27,Moving,1056757,1062713,5956
057AP,U.S.,57,57.5,6,7,Moving,95571,101527,5956
054AJ,India,54,53.5,13,15,Moving,501527,507489,5962
036MR,U.S.,36,36,13,99,Moving,2037553,2043516,5963
036VI,India,36,36,12,150,Stationary,3006670,3012637,5967
034SA,India,34,34,16,11,Moving,1146923,1152895,5972
054AJ,India,54,53.5,29,3,Moving,13129,19103,5974
034NW,U.S.,34,35,15,39,Moving,1024347,1030329,5982
053KD,U.S.,53,53.5,6,62,Moving,2231862,2237845,5983
053KD,U.S.,53,53.5,3,7,Moving,88097,94090,5993
053KD,U.S.,53,53.5,3,121,Moving,2677764,2683757,5993
057AP,U.S.,57,57.5,8,31,Moving,2601285,2607278,5993
057AP,U.S.,57,57.5,9,3,Moving,54612,60605,5993
036VI,India,36,36,12,145,Moving,2959758,2965758,6000
034NW,U.S.,34,35,13,0,Unclassified,0,6001,6001
053KD,U.S.,53,53.5,6,96,Moving,3500640,3506657,6017
036MR,U.S.,36,36,8,32,Stationary,263671,269688,6017
036MR,U.S.,36,36,7,45,Moving,2581528,2587558,6030
036VI,India,36,36,15,7,Stationary,267843,273873,6030
036VI,India,36,36,13,84,Stationary,1505666,1511707,6041
025TT,U.S.,25,25,20,0,Stationary,0,6048,6048
036MR,U.S.,36,36,17,25,Moving,439110,445161,6051
036MR,U.S.,36,36,8,30,Stationary,251057,257108,6051
036VI,India,36,36,5,114,Stationary,3286066,3292117,6051
036VI,India,36,36,12,162,Stationary,3148536,3154588,6052
018MT,U.S.,18,17.5,1,9,Moving,245236,251303,6067
036MR,U.S.,36,36,4,2,Moving,47656,53723,6067
036MR,U.S.,36,36,9,11,Moving,254709,260776,6067
046TE,U.S.,46,46.5,16,13,Moving,963924,969991,6067
046TE,U.S.,46,46.5,18,7,Stationary,195989,202056,6067
018MT,U.S.,18,17.5,8,33,Moving,1802159,1808229,6070
036NI,India,36,35,5,11,Moving,533274,539348,6074
058LA,India,58,57.5,8,20,Moving,1091230,1097305,6075
036MR,U.S.,36,36,5,46,Stationary,1240777,1246856,6079
036MR,U.S.,36,36,5,22,Stationary,534053,540132,6079
046TE,U.S.,46,46.5,15,18,Stationary,951860,957942,6082
036VI,India,36,36,12,114,Moving,2523718,2529803,6085
036VI,India,36,36,8,12,Moving,2183378,2189463,6085
018MT,U.S.,18,17.5,13,27,Moving,1041624,1047713,6089
048RE,India,48,46.5,9,33,Moving,1056038,1062127,6089
018MT,U.S.,18,17.5,6,18,Stationary,730935,737027,6092
036VI,India,36,36,13,61,Moving,934048,940147,6099
036VI,India,36,36,7,32,Stationary,1213205,1219305,6100
018MT,U.S.,18,17.5,8,23,Moving,1684721,1690825,6104
053KD,U.S.,53,53.5,3,131,Moving,3420095,3426199,6104
036MR,U.S.,36,36,11,82,Stationary,930957,937061,6104
036MR,U.S.,36,36,9,50,Stationary,995079,1001183,6104
046TE,U.S.,46,46.5,18,13,Stationary,269171,275279,6108
034NW,U.S.,34,35,15,76,Stationary,2496332,2502448,6116
053KD,U.S.,53,53.5,1,27,Moving,644266,650385,6119
036MR,U.S.,36,36,8,60,Stationary,596055,602174,6119
034NW,U.S.,34,35,9,34,Moving,1657145,1663273,6128
058LA,India,58,57.5,8,0,Unclassified,0,6129,6129
036VI,India,36,36,13,117,Moving,2197658,2203788,6130
036VI,India,36,36,12,11,Stationary,608520,614651,6131
046TE,U.S.,46,46.5,10,43,Moving,2250118,2256251,6133
018MT,U.S.,18,17.5,8,5,Moving,759721,765862,6141
046TE,U.S.,46,46.5,18,46,Moving,1514410,1520551,6141
053KD,U.S.,53,53.5,7,65,Stationary,807784,813925,6141
036VI,India,36,36,13,27,Moving,405632,411775,6143
036VI,India,36,36,12,79,Unclassified,2148120,2154273,6153
057AP,U.S.,57,57.5,4,184,Moving,4375776,4381931,6155
036VI,India,36,36,12,59,Stationary,1938909,1945071,6162
054AJ,India,54,53.5,13,3,Moving,137501,143672,6171
054AJ,India,54,53.5,28,24,Unclassified,158639,164813,6174
034NW,U.S.,34,35,4,31,Moving,1103843,1110020,6177
022JL,U.S.,22,23,6,1,Moving,50579,56757,6178
057AP,U.S.,57,57.5,9,9,Moving,239649,245827,6178
057AP,U.S.,57,57.5,7,5,Moving,261553,267731,6178
018MT,U.S.,18,17.5,1,6,Stationary,89207,95385,6178
022JL,U.S.,22,23,12,28,Stationary,1855414,1861601,6187
036MR,U.S.,36,36,6,13,Stationary,225557,231744,6187
046TE,U.S.,46,46.5,8,29,Moving,1144100,1150293,6193
036VI,India,36,36,9,9,Stationary,265194,271394,6200
053KD,U.S.,53,53.5,7,50,Moving,595959,602174,6215
057AP,U.S.,57,57.5,6,2,Stationary,42106,48321,6215
034NW,U.S.,34,35,9,40,Moving,1761653,1767885,6232
036MR,U.S.,36,36,7,21,Moving,1647759,1654011,6252
053KD,U.S.,53,53.5,7,70,Moving,912013,918265,6252
053KD,U.S.,53,53.5,7,116,Moving,2091055,2097307,6252
018MT,U.S.,18,17.5,8,52,Stationary,2186589,2192841,6252
036MR,U.S.,36,36,11,136,Stationary,1601693,1607945,6252
048RE,India,48,46.5,9,50,Stationary,1568510,1574762,6252
057AP,U.S.,57,57.5,8,50,Stationary,3156211,3162463,6252
034JC,U.S.,34,34,7,8,Moving,79733,85986,6253
054AJ,India,54,53.5,21,1,Stationary,17594,23847,6253
036MR,U.S.,36,36,17,13,Moving,314704,320959,6255
025TT,U.S.,25,25,20,18,Stationary,1170873,1177131,6258
036VI,India,36,36,5,16,Moving,831087,837351,6264
034NW,U.S.,34,35,15,41,Moving,1032879,1039148,6269
036MR,U.S.,36,36,14,17,Moving,173204,179485,6281
022JL,U.S.,22,23,7,3,Moving,85877,92166,6289
053KD,U.S.,53,53.5,3,63,Moving,974876,981165,6289
053KD,U.S.,53,53.5,3,1,Moving,3404,9693,6289
057AP,U.S.,57,57.5,9,1,Moving,28712,35001,6289
036MR,U.S.,36,36,12,0,Stationary,0,6289,6289
036MR,U.S.,36,36,15,2,Stationary,16354,22643,6289
046TE,U.S.,46,46.5,10,30,Stationary,1577458,1583747,6289
034NW,U.S.,34,35,6,17,Moving,614054,620345,6291
046TE,U.S.,46,46.5,15,22,Stationary,1066592,1072883,6291
058LA,India,58,57.5,8,38,Moving,1491410,1497703,6293
036NI,India,36,35,8,10,Moving,259563,265866,6303
034JC,U.S.,34,34,16,26,Moving,1142452,1148765,6313
046TE,U.S.,46,46.5,8,9,Moving,279174,285497,6323
058LA,India,58,57.5,2,0,Unclassified,0,6323,6323
036VI,India,36,36,5,148,Stationary,4068066,4074389,6323
036MR,U.S.,36,36,11,55,Moving,634624,640950,6326
036MR,U.S.,36,36,11,69,Moving,743367,749693,6326
036MR,U.S.,36,36,13,12,Stationary,385096,391422,6326
