Participant.ID,Country,Weeks.At.Test,AgeMatchGroup,Clip.Index,Segment.Index,Motion.Static,Segment.Start.ms,Segment.End.ms,Segment.ms
048RE,India,48,46.5,16,2,Moving,35843,76001,40158
036VI,India,36,36,11,21,Stationary,748073,788271,40198
034NW,U.S.,34,35,4,39,Moving,3656717,3696935,40218
048RE,India,48,46.5,2,4,Stationary,105890,146117,40227
036VI,India,36,36,7,38,Stationary,1752454,1792687,40233
058LA,India,58,57.5,5,1,Moving,610541,650782,40241
053KD,U.S.,53,53.5,4,26,Stationary,1266991,1307468,40477
034SA,India,34,34,5,6,Moving,686814,727358,40544
046TE,U.S.,46,46.5,6,3,Stationary,62357,102901,40544
048RE,India,48,46.5,19,1,Moving,13876,54467,40591
036VI,India,36,36,13,98,Stationary,1581540,1622343,40803
034JC,U.S.,34,34,6,36,Moving,2014069,2054896,40827
034JC,U.S.,34,34,16,14,Moving,923455,964328,40873
025TT,U.S.,25,25,11,0,Stationary,0,40874,40874
053KD,U.S.,53,53.5,7,55,Stationary,636215,677210,40995
024DA,India,24,23,11,7,Moving,139959,181012,41053
034NW,U.S.,34,35,6,8,Stationary,239884,280954,41070
025TT,U.S.,25,25,4,46,Unclassified,2217226,2258390,41164
053KD,U.S.,53,53.5,6,88,Moving,3389936,3431143,41207
022JL,U.S.,22,23,11,10,Stationary,828784,870025,41241
046TE,U.S.,46,46.5,7,14,Stationary,1252323,1293615,41292
034JC,U.S.,34,34,15,8,Moving,855511,896829,41318
046TE,U.S.,46,46.5,10,35,Moving,1842785,1884113,41328
036NI,India,36,35,4,4,Moving,94434,135766,41332
036MR,U.S.,36,36,13,56,Stationary,1221851,1263216,41365
053KD,U.S.,53,53.5,6,7,Stationary,50014,91391,41377
025TT,U.S.,25,25,18,10,Stationary,1083281,1124666,41385
036VI,India,36,36,5,52,Stationary,2137996,2179399,41403
036VI,India,36,36,15,31,Stationary,738927,780366,41439
034JC,U.S.,34,34,13,11,Stationary,363044,404496,41452
034NW,U.S.,34,35,4,27,Moving,1028855,1070321,41466
057AP,U.S.,57,57.5,10,12,Stationary,444346,485859,41513
048RE,India,48,46.5,8,0,Unclassified,0,41574,41574
048RE,India,48,46.5,16,3,Stationary,76002,117636,41634
046TE,U.S.,46,46.5,15,37,Moving,1503439,1545075,41636
034SA,India,34,34,14,1,Stationary,35105,76905,41800
036VI,India,36,36,15,39,Stationary,862352,904262,41910
024DA,India,24,23,11,36,Stationary,904669,946633,41964
034NW,U.S.,34,35,2,1,Stationary,18028,60008,41980
034SA,India,34,34,5,9,Stationary,780521,822549,42028
022JL,U.S.,22,23,12,13,Moving,1139544,1181703,42159
036VI,India,36,36,12,107,Stationary,2433448,2475675,42227
036MR,U.S.,36,36,5,44,Stationary,1152465,1194796,42331
018MT,U.S.,18,17.5,4,3,Moving,40441,82805,42364
046TE,U.S.,46,46.5,16,8,Stationary,438080,480555,42475
036VI,India,36,36,8,14,Unclassified,2193816,2236300,42484
046TE,U.S.,46,46.5,10,6,Stationary,314685,357271,42586
053KD,U.S.,53,53.5,7,37,Stationary,409590,452213,42623
036MR,U.S.,36,36,13,18,Stationary,490065,532762,42697
046TE,U.S.,46,46.5,6,19,Stationary,1117180,1159886,42706
036MR,U.S.,36,36,13,54,Stationary,1175712,1218483,42771
006AP,U.S.,6,6,4,16,Stationary,1118498,1161303,42805
022JL,U.S.,22,23,13,8,Stationary,545676,588484,42808
034JC,U.S.,34,34,7,11,Stationary,114424,157287,42863
036NI,India,36,35,5,47,Stationary,3030212,3073077,42865
036MR,U.S.,36,36,8,14,Stationary,124951,167892,42941
057AP,U.S.,57,57.5,4,169,Stationary,3796162,3839139,42977
036NI,India,36,35,4,0,Unclassified,0,42986,42986
022JL,U.S.,22,23,15,8,Stationary,1677025,1720018,42993
036MR,U.S.,36,36,11,101,Moving,1189624,1232654,43030
057AP,U.S.,57,57.5,6,28,Stationary,644614,687681,43067
048RE,India,48,46.5,11,52,Stationary,1138271,1181395,43124
048RE,India,48,46.5,2,0,Stationary,0,43253,43253
036VI,India,36,36,15,79,Stationary,1867569,1910898,43329
024DA,India,24,23,10,2,Stationary,959020,1002363,43343
054AJ,India,54,53.5,13,13,Moving,451043,494411,43368
034SA,India,34,34,22,3,Moving,244573,287947,43374
046TE,U.S.,46,46.5,11,0,Unclassified,0,43390,43390
058LA,India,58,57.5,2,3,Stationary,20140,63553,43413
046TE,U.S.,46,46.5,18,11,Stationary,223480,266917,43437
034NW,U.S.,34,35,9,17,Stationary,631534,674986,43452
053KD,U.S.,53,53.5,1,42,Stationary,2696472,2739991,43519
034NW,U.S.,34,35,15,42,Stationary,1039149,1082700,43551
053KD,U.S.,53,53.5,3,142,Stationary,3739563,3783175,43612
024DA,India,24,23,4,31,Moving,1514262,1558057,43795
036VI,India,36,36,11,11,Stationary,606024,649861,43837
053KD,U.S.,53,53.5,7,39,Stationary,457246,501201,43955
034NW,U.S.,34,35,15,38,Stationary,980291,1024346,44055
036MR,U.S.,36,36,2,2,Stationary,32264,76330,44066
036MR,U.S.,36,36,4,1,Stationary,3516,47655,44139
046TE,U.S.,46,46.5,10,27,Moving,1502163,1546303,44140
034SA,India,34,34,9,6,Stationary,534600,578740,44140
057AP,U.S.,57,57.5,4,87,Stationary,2275706,2319861,44155
036MR,U.S.,36,36,9,18,Stationary,322789,367003,44214
025TT,U.S.,25,25,18,11,Moving,1124666,1168888,44222
036VI,India,36,36,15,75,Stationary,1791865,1836087,44222
048RE,India,48,46.5,7,3,Stationary,37852,82117,44265
025TT,U.S.,25,25,14,3,Moving,818078,862398,44320
036MR,U.S.,36,36,13,82,Stationary,1622228,1666664,44436
036MR,U.S.,36,36,5,26,Stationary,584859,629318,44459
057AP,U.S.,57,57.5,4,149,Stationary,3411678,3456175,44497
058LA,India,58,57.5,9,5,Stationary,192372,236971,44599
058LA,India,58,57.5,10,5,Stationary,192372,236971,44599
036VI,India,36,36,5,126,Stationary,3490508,3535149,44641
046TE,U.S.,46,46.5,7,55,Moving,3056389,3101160,44771
057AP,U.S.,57,57.5,8,52,Stationary,3200944,3245750,44806
036VI,India,36,36,5,100,Stationary,3009318,3054152,44834
018MT,U.S.,18,17.5,2,8,Stationary,1051096,1095939,44843
053KD,U.S.,53,53.5,5,4,Stationary,243201,288044,44843
034NW,U.S.,34,35,15,56,Stationary,2317645,2362525,44880
053KD,U.S.,53,53.5,1,52,Stationary,2991134,3036131,44997
034NW,U.S.,34,35,11,36,Stationary,2352039,2397094,45055
053KD,U.S.,53,53.5,3,108,Stationary,1790578,1835643,45065
036VI,India,36,36,13,11,Stationary,191297,236367,45070
046TE,U.S.,46,46.5,10,11,Moving,531838,576977,45139
036MR,U.S.,36,36,5,56,Stationary,1741693,1786874,45181
057AP,U.S.,57,57.5,4,131,Stationary,3124474,3169769,45295
058LA,India,58,57.5,8,37,Stationary,1446081,1491410,45329
036MR,U.S.,36,36,14,22,Stationary,261060,306469,45409
036MR,U.S.,36,36,12,2,Stationary,7208,52665,45457
057AP,U.S.,57,57.5,9,30,Stationary,1032559,1078031,45472
036MR,U.S.,36,36,11,118,Stationary,1404927,1450510,45583
034SA,India,34,34,22,8,Stationary,386085,431729,45644
048RE,India,48,46.5,9,80,Stationary,2606032,2651856,45824
048RE,India,48,46.5,18,6,Stationary,404147,450018,45871
018MT,U.S.,18,17.5,6,5,Moving,198172,244088,45916
057AP,U.S.,57,57.5,9,29,Moving,986642,1032558,45916
036MR,U.S.,36,36,5,45,Moving,1194797,1240776,45979
034NW,U.S.,34,35,4,24,Stationary,967066,1013293,46227
048RE,India,48,46.5,17,19,Moving,225456,271731,46275
006AP,U.S.,6,6,4,8,Stationary,964138,1010445,46307
053KD,U.S.,53,53.5,6,81,Stationary,3285590,3332101,46511
036NI,India,36,35,5,16,Stationary,597207,643742,46535
034SA,India,34,34,22,4,Stationary,287947,334540,46593
036VI,India,36,36,13,148,Stationary,2901117,2947765,46648
053KD,U.S.,53,53.5,2,24,Stationary,613164,659819,46655
034NW,U.S.,34,35,14,20,Stationary,674857,721514,46657
025TT,U.S.,25,25,11,12,Moving,561494,608210,46716
018MT,U.S.,18,17.5,8,6,Stationary,765863,812778,46915
053KD,U.S.,53,53.5,3,48,Stationary,741776,788876,47100
036NI,India,36,35,5,51,Stationary,3135951,3183072,47121
036MR,U.S.,36,36,6,21,Stationary,350949,398106,47157
025TT,U.S.,25,25,11,8,Moving,337605,384779,47174
048RE,India,48,46.5,10,2,Stationary,15028,62266,47238
022JL,U.S.,22,23,7,2,Stationary,38628,85876,47248
036VI,India,36,36,5,32,Stationary,1784965,1832230,47265
036MR,U.S.,36,36,14,10,Stationary,86868,134139,47271
048RE,India,48,46.5,13,17,Stationary,428927,476253,47326
036VI,India,36,36,13,113,Moving,2123300,2170692,47392
034JC,U.S.,34,34,9,3,Moving,1434665,1482180,47515
053KD,U.S.,53,53.5,4,7,Moving,586006,633535,47529
053KD,U.S.,53,53.5,1,4,Stationary,55930,103495,47565
036VI,India,36,36,12,87,Stationary,2193952,2241564,47612
036VI,India,36,36,5,15,Stationary,783462,831086,47624
018MT,U.S.,18,17.5,13,40,Stationary,1714358,1762081,47723
025TT,U.S.,25,25,20,8,Stationary,1028918,1076809,47891
006AP,U.S.,6,6,15,6,Stationary,628184,676089,47905
036MR,U.S.,36,36,11,150,Stationary,1802825,1850739,47914
036NI,India,36,35,3,5,Unclassified,296000,343958,47958
057AP,U.S.,57,57.5,4,143,Stationary,3297032,3345025,47993
036VI,India,36,36,13,150,Stationary,2950146,2998289,48143
006AP,U.S.,6,6,5,7,Moving,1543430,1591607,48177
036VI,India,36,36,15,27,Stationary,641561,689791,48230
036MR,U.S.,36,36,5,60,Stationary,1804811,1853082,48271
025TT,U.S.,25,25,17,4,Stationary,734758,783062,48304
018MT,U.S.,18,17.5,8,10,Stationary,999888,1048209,48321
036NI,India,36,35,5,6,Stationary,395711,444086,48375
046TE,U.S.,46,46.5,16,7,Unclassified,389573,438079,48506
058LA,India,58,57.5,5,5,Moving,700537,749161,48624
036MR,U.S.,36,36,11,52,Stationary,576830,625484,48654
022JL,U.S.,22,23,14,29,Moving,580550,629237,48687
022JL,U.S.,22,23,14,26,Stationary,519486,568343,48857
034NW,U.S.,34,35,4,19,Moving,691178,740071,48893
036NI,India,36,35,5,0,Stationary,0,48900,48900
058LA,India,58,57.5,10,7,Stationary,322071,371005,48934
058LA,India,58,57.5,9,7,Stationary,322071,371005,48934
034NW,U.S.,34,35,8,0,Stationary,0,48998,48998
036VI,India,36,36,12,138,Stationary,2853564,2902681,49117
036NI,India,36,35,5,55,Stationary,3223063,3272376,49313
053KD,U.S.,53,53.5,7,115,Stationary,2041586,2091054,49468
025TT,U.S.,25,25,10,2,Stationary,423863,473355,49492
036NI,India,36,35,5,49,Stationary,3080586,3130101,49515
048RE,India,48,46.5,9,82,Stationary,2663790,2713371,49581
058LA,India,58,57.5,8,35,Stationary,1390937,1440533,49596
057AP,U.S.,57,57.5,8,20,Stationary,1471786,1521402,49616
036MR,U.S.,36,36,5,5,Moving,63689,113392,49703
036NI,India,36,35,6,5,Stationary,246582,296331,49749
006AP,U.S.,6,6,4,19,Moving,1298596,1348439,49843
046TE,U.S.,46,46.5,15,1,Moving,14701,64922,50221
053KD,U.S.,53,53.5,6,57,Stationary,1846472,1896757,50285
048RE,India,48,46.5,10,5,Moving,111704,162197,50493
036MR,U.S.,36,36,3,8,Stationary,195841,246345,50504
022JL,U.S.,22,23,6,0,Stationary,0,50578,50578
046TE,U.S.,46,46.5,7,61,Moving,3220272,3271213,50941
025TT,U.S.,25,25,4,4,Stationary,75432,126439,51007
048RE,India,48,46.5,13,8,Moving,153228,204238,51010
053KD,U.S.,53,53.5,3,120,Stationary,2626741,2677763,51022
048RE,India,48,46.5,13,25,Stationary,578652,629735,51083
025TA,India,25,25,19,6,Stationary,189650,240769,51119
018MT,U.S.,18,17.5,8,12,Stationary,1056609,1107742,51133
036NI,India,36,35,6,16,Moving,670349,721529,51180
053KD,U.S.,53,53.5,3,94,Stationary,1557256,1608574,51318
057AP,U.S.,57,57.5,7,4,Stationary,210160,261552,51392
057AP,U.S.,57,57.5,4,63,Stationary,1889360,1940811,51451
017MA,India,17,17.5,3,3,Stationary,137096,188560,51464
046TE,U.S.,46,46.5,6,1,Stationary,5657,57186,51529
036VI,India,36,36,13,165,Moving,3266788,3318361,51573
036VI,India,36,36,7,10,Stationary,146186,197830,51644
025TT,U.S.,25,25,4,31,Stationary,1172193,1223909,51716
036MR,U.S.,36,36,11,99,Moving,1130128,1181964,51836
034SA,India,34,34,9,4,Stationary,449793,501656,51863
046TE,U.S.,46,46.5,7,43,Moving,2900299,2952310,52011
036VI,India,36,36,15,19,Stationary,426055,478077,52022
048RE,India,48,46.5,18,2,Stationary,324070,376156,52086
057AP,U.S.,57,57.5,1,0,Stationary,0,52093,52093
046TE,U.S.,46,46.5,15,38,Stationary,1545076,1597170,52094
034JC,U.S.,34,34,16,29,Stationary,1175864,1227963,52099
025TT,U.S.,25,25,17,20,Stationary,1440724,1492825,52101
024DA,India,24,23,11,22,Stationary,470103,522260,52157
053KD,U.S.,53,53.5,5,8,Stationary,703518,755761,52243
036VI,India,36,36,5,5,Stationary,181507,233841,52334
022JL,U.S.,22,23,15,1,Moving,308062,360453,52391
036VI,India,36,36,5,144,Stationary,3971268,4023661,52393
053KD,U.S.,53,53.5,6,23,Stationary,720834,773227,52393
036MR,U.S.,36,36,5,42,Stationary,1094325,1146764,52439
046TE,U.S.,46,46.5,18,3,Stationary,68968,121433,52465
046TE,U.S.,46,46.5,7,38,Stationary,2622403,2674869,52466
025TT,U.S.,25,25,4,25,Stationary,1073879,1126506,52627
036MR,U.S.,36,36,15,20,Stationary,217782,270506,52724
057AP,U.S.,57,57.5,4,175,Stationary,3900168,3952911,52743
053KD,U.S.,53,53.5,5,10,Stationary,783623,836495,52872
036VI,India,36,36,13,108,Stationary,1882814,1935755,52941
036VI,India,36,36,12,55,Stationary,1863234,1916409,53175
053KD,U.S.,53,53.5,6,49,Stationary,1517556,1570833,53277
036MR,U.S.,36,36,11,74,Stationary,824471,877750,53279
036MR,U.S.,36,36,17,0,Stationary,0,53311,53311
034JC,U.S.,34,34,6,20,Moving,1562885,1616209,53324
036MR,U.S.,36,36,13,8,Stationary,152699,206237,53538
053KD,U.S.,53,53.5,7,119,Stationary,2117732,2171455,53723
006MO,India,6,6,16,0,Unclassified,0,53776,53776
036MR,U.S.,36,36,9,42,Stationary,882784,936581,53797
054AJ,India,54,53.5,26,8,Moving,83465,137394,53929
036MR,U.S.,36,36,11,164,Stationary,2050244,2104226,53982
054AJ,India,54,53.5,26,11,Unclassified,170170,224190,54020
022JL,U.S.,22,23,12,20,Stationary,1632714,1686739,54025
036VI,India,36,36,8,3,Stationary,2064276,2118574,54298
036MR,U.S.,36,36,11,70,Stationary,749694,804009,54315
036VI,India,36,36,7,20,Stationary,960146,1014485,54339
057AP,U.S.,57,57.5,10,3,Moving,248404,302803,54399
036MR,U.S.,36,36,6,31,Stationary,655827,710362,54535
057AP,U.S.,57,57.5,8,6,Stationary,868131,922742,54611
053KD,U.S.,53,53.5,2,18,Stationary,512265,567357,55092
034JC,U.S.,34,34,6,7,Stationary,1331762,1386876,55114
046TE,U.S.,46,46.5,10,40,Stationary,1975319,2030485,55166
046TE,U.S.,46,46.5,6,15,Stationary,1036002,1091348,55346
036VI,India,36,36,13,140,Stationary,2725884,2781437,55553
057AP,U.S.,57,57.5,11,26,Stationary,1001035,1056756,55721
036VI,India,36,36,12,31,Stationary,923134,978894,55760
025TA,India,25,25,10,4,Stationary,351652,407484,55832
036MR,U.S.,36,36,11,176,Stationary,2239647,2295516,55869
034SA,India,34,34,6,2,Stationary,1211139,1267022,55883
025TT,U.S.,25,25,13,2,Stationary,427785,483732,55947
036MR,U.S.,36,36,15,6,Stationary,32430,88577,56147
018MT,U.S.,18,17.5,13,15,Moving,733636,789801,56165
046TE,U.S.,46,46.5,16,16,Stationary,979430,1035629,56199
053KD,U.S.,53,53.5,1,50,Stationary,2924000,2980201,56201
018MT,U.S.,18,17.5,6,11,Moving,433196,489435,56239
053KD,U.S.,53,53.5,6,51,Stationary,1571480,1627749,56269
054AJ,India,54,53.5,15,3,Stationary,117916,174265,56349
057AP,U.S.,57,57.5,10,8,Stationary,353838,410209,56371
048RE,India,48,46.5,11,24,Stationary,383558,439958,56400
036MR,U.S.,36,36,8,48,Stationary,466379,523056,56677
057AP,U.S.,57,57.5,2,2,Stationary,1009656,1066598,56942
022JL,U.S.,22,23,14,56,Stationary,1232739,1289790,57051
018MT,U.S.,18,17.5,12,4,Stationary,193732,250785,57053
036MR,U.S.,36,36,12,16,Stationary,273422,330479,57057
022JL,U.S.,22,23,6,8,Stationary,884226,941290,57064
036VI,India,36,36,7,40,Stationary,1800630,1857781,57151
053KD,U.S.,53,53.5,4,4,Stationary,106782,164094,57312
036VI,India,36,36,5,72,Stationary,2410090,2467481,57391
057AP,U.S.,57,57.5,4,55,Stationary,1682640,1740209,57569
053KD,U.S.,53,53.5,1,40,Stationary,2620762,2678485,57723
024DA,India,24,23,11,6,Stationary,82216,139958,57742
006AP,U.S.,6,6,5,6,Stationary,1485596,1543429,57833
053KD,U.S.,53,53.5,3,64,Stationary,981166,1039107,57941
034JC,U.S.,34,34,6,35,Stationary,1956079,2014068,57989
036MR,U.S.,36,36,5,48,Stationary,1259853,1317916,58063
036NI,India,36,35,5,33,Stationary,1445920,1504000,58080
057AP,U.S.,57,57.5,4,133,Stationary,3176496,3234635,58139
018MT,U.S.,18,17.5,7,17,Moving,1257186,1315497,58311
053KD,U.S.,53,53.5,4,0,Stationary,0,58311,58311
034NW,U.S.,34,35,5,1,Stationary,38656,97154,58498
046TE,U.S.,46,46.5,10,3,Moving,123950,182853,58903
036VI,India,36,36,13,167,Moving,3432912,3492024,59112
006AP,U.S.,6,6,6,0,Stationary,0,59227,59227
057AP,U.S.,57,57.5,11,32,Stationary,1107262,1166498,59236
024DA,India,24,23,4,29,Moving,1453918,1513159,59241
036MR,U.S.,36,36,17,30,Stationary,474062,533323,59261
036VI,India,36,36,13,77,Moving,1259982,1319391,59409
017MA,India,17,17.5,4,2,Unclassified,459054,518551,59497
034NW,U.S.,34,35,4,9,Moving,223488,283041,59553
036VI,India,36,36,13,15,Stationary,258774,318579,59805
025TA,India,25,25,24,0,Unclassified,0,60000,60000
025TA,India,25,25,23,0,Unclassified,0,60000,60000
034SA,India,34,34,8,0,Unclassified,0,60000,60000
025TT,U.S.,25,25,17,16,Stationary,1339145,1399343,60198
034NW,U.S.,34,35,9,7,Stationary,295511,355833,60322
036VI,India,36,36,5,83,Moving,2757876,2818239,60363
017MA,India,17,17.5,14,5,Stationary,523176,584035,60859
025TT,U.S.,25,25,17,22,Stationary,1500596,1561547,60951
057AP,U.S.,57,57.5,11,16,Stationary,323787,384984,61197
057AP,U.S.,57,57.5,4,103,Stationary,2594412,2655667,61255
025TT,U.S.,25,25,12,2,Stationary,250149,311577,61428
046TE,U.S.,46,46.5,18,5,Stationary,127317,188847,61530
053KD,U.S.,53,53.5,3,86,Stationary,1436414,1498018,61604
022JL,U.S.,22,23,11,28,Stationary,2327686,2389292,61606
046TE,U.S.,46,46.5,7,59,Moving,3146789,3208467,61678
046TE,U.S.,46,46.5,10,26,Stationary,1440395,1502162,61767
034NW,U.S.,34,35,5,19,Stationary,504474,566253,61779
036MR,U.S.,36,36,6,4,Moving,46037,107882,61845
057AP,U.S.,57,57.5,4,179,Stationary,4056272,4118135,61863
034SA,India,34,34,6,3,Moving,1267022,1328907,61885
053KD,U.S.,53,53.5,7,9,Stationary,90576,152513,61937
036MR,U.S.,36,36,13,88,Stationary,1736595,1798606,62011
036VI,India,36,36,15,1,Stationary,23954,85987,62033
036VI,India,36,36,5,46,Stationary,2049078,2111219,62141
057AP,U.S.,57,57.5,7,2,Stationary,146631,208827,62196
046TE,U.S.,46,46.5,15,50,Stationary,1795440,1857720,62280
046TE,U.S.,46,46.5,16,18,Stationary,1052050,1114365,62315
057AP,U.S.,57,57.5,6,16,Stationary,167240,229621,62381
048RE,India,48,46.5,11,58,Stationary,1226238,1288885,62647
036VI,India,36,36,13,109,Moving,1935756,1998468,62712
018MT,U.S.,18,17.5,6,10,Stationary,370259,433195,62936
048RE,India,48,46.5,9,84,Stationary,2718069,2781016,62947
034NW,U.S.,34,35,9,47,Stationary,1876187,1939354,63167
048RE,India,48,46.5,18,36,Stationary,1618079,1681256,63177
018MT,U.S.,18,17.5,6,22,Stationary,949995,1013244,63249
036VI,India,36,36,15,72,Moving,1695788,1759411,63623
036MR,U.S.,36,36,11,40,Stationary,434676,498463,63787
025TT,U.S.,25,25,4,10,Stationary,188909,252793,63884
018MT,U.S.,18,17.5,6,13,Moving,518444,582453,64009
057AP,U.S.,57,57.5,8,32,Stationary,2607279,2671325,64046
046TE,U.S.,46,46.5,17,0,Stationary,0,64749,64749
034NW,U.S.,34,35,11,28,Stationary,835943,900920,64977
036MR,U.S.,36,36,17,36,Stationary,570432,635493,65061
053KD,U.S.,53,53.5,1,56,Stationary,3080026,3145271,65245
036VI,India,36,36,13,7,Stationary,97308,162621,65313
054AJ,India,54,53.5,13,4,Stationary,143672,209004,65332
057AP,U.S.,57,57.5,2,10,Stationary,1134013,1199391,65378
036MR,U.S.,36,36,5,40,Stationary,998527,1063923,65396
053KD,U.S.,53,53.5,2,16,Stationary,443260,508675,65415
036NI,India,36,35,4,5,Stationary,135766,201308,65542
048RE,India,48,46.5,9,22,Stationary,695307,760856,65549
053KD,U.S.,53,53.5,3,130,Stationary,3154583,3220220,65637
034SA,India,34,34,9,9,Moving,684357,750024,65667
036VI,India,36,36,5,150,Stationary,4079592,4145279,65687
018MT,U.S.,18,17.5,8,36,Stationary,1938393,2004104,65711
036MR,U.S.,36,36,5,49,Moving,1317917,1383694,65777
018MT,U.S.,18,17.5,6,8,Stationary,289303,355088,65785
036MR,U.S.,36,36,6,5,Stationary,107882,173672,65790
048RE,India,48,46.5,20,9,Stationary,237039,302845,65806
046TE,U.S.,46,46.5,7,86,Stationary,3817543,3883454,65911
017MA,India,17,17.5,12,13,Stationary,1137009,1202961,65952
053KD,U.S.,53,53.5,6,25,Stationary,777070,843131,66061
018MT,U.S.,18,17.5,1,16,Stationary,1154881,1221147,66266
053KD,U.S.,53,53.5,3,96,Stationary,1620230,1686496,66266
057AP,U.S.,57,57.5,8,36,Stationary,2719426,2785692,66266
054AJ,India,54,53.5,22,1,Stationary,23534,89952,66418
057AP,U.S.,57,57.5,4,115,Stationary,2931244,2997667,66423
034NW,U.S.,34,35,9,31,Stationary,1565962,1632462,66500
053KD,U.S.,53,53.5,3,30,Stationary,360639,427312,66673
048RE,India,48,46.5,9,51,Moving,1574763,1641494,66731
048RE,India,48,46.5,11,42,Stationary,890504,957299,66795
036MR,U.S.,36,36,5,18,Stationary,447299,514254,66955
046TE,U.S.,46,46.5,10,7,Moving,357272,424315,67043
036VI,India,36,36,15,5,Stationary,189937,257112,67175
053KD,U.S.,53,53.5,7,75,Stationary,1087393,1154621,67228
025TT,U.S.,25,25,18,7,Moving,685745,753022,67277
046TE,U.S.,46,46.5,18,27,Stationary,483738,551151,67413
053KD,U.S.,53,53.5,6,19,Stationary,496910,564399,67489
046TE,U.S.,46,46.5,15,20,Stationary,992430,1060048,67618
034JC,U.S.,34,34,16,30,Moving,1227964,1295689,67725
036VI,India,36,36,13,126,Stationary,2262292,2330153,67861
034SA,India,34,34,1,0,Unclassified,0,67866,67866
025TT,U.S.,25,25,11,3,Stationary,188094,255983,67889
046TE,U.S.,46,46.5,7,72,Stationary,3556366,3624381,68015
034SA,India,34,34,16,8,Stationary,832891,901334,68443
053KD,U.S.,53,53.5,7,73,Stationary,1009360,1077846,68486
018MT,U.S.,18,17.5,13,36,Stationary,1331852,1400449,68597
036MR,U.S.,36,36,13,100,Stationary,2043517,2112226,68709
034NW,U.S.,34,35,4,14,Stationary,313529,382351,68822
057AP,U.S.,57,57.5,7,10,Stationary,302734,371590,68856
046TE,U.S.,46,46.5,10,24,Stationary,1365670,1434600,68930
036MR,U.S.,36,36,6,19,Stationary,280127,349146,69019
022JL,U.S.,22,23,12,8,Stationary,411468,480657,69189
036VI,India,36,36,15,45,Stationary,958898,1028118,69220
036MR,U.S.,36,36,9,6,Stationary,139417,208643,69226
048RE,India,48,46.5,20,29,Stationary,982207,1051549,69342
036VI,India,36,36,7,14,Stationary,212116,281465,69349
057AP,U.S.,57,57.5,4,5,Stationary,44840,114189,69349
022JL,U.S.,22,23,12,16,Stationary,1510382,1580251,69869
018MT,U.S.,18,17.5,13,19,Moving,846856,916748,69892
058LA,India,58,57.5,10,1,Stationary,9621,79601,69980
058LA,India,58,57.5,9,1,Stationary,9621,79601,69980
034JC,U.S.,34,34,15,7,Stationary,785499,855510,70011
053KD,U.S.,53,53.5,3,58,Stationary,889850,960038,70188
048RE,India,48,46.5,18,14,Stationary,892116,962353,70237
025TA,India,25,25,19,0,Stationary,0,70271,70271
036VI,India,36,36,12,63,Stationary,1981520,2051899,70379
036VI,India,36,36,12,41,Stationary,1378159,1448773,70614
034NW,U.S.,34,35,6,16,Stationary,543271,614053,70782
025TT,U.S.,25,25,11,9,Stationary,384780,455635,70855
057AP,U.S.,57,57.5,11,56,Stationary,2663371,2734336,70965
022JL,U.S.,22,23,7,8,Stationary,324457,395620,71163
036MR,U.S.,36,36,5,9,Moving,195397,266608,71211
046TE,U.S.,46,46.5,16,11,Unclassified,881920,953293,71373
058LA,India,58,57.5,8,33,Stationary,1311245,1382684,71439
048RE,India,48,46.5,9,60,Stationary,2014663,2086212,71549
034SA,India,34,34,22,13,Moving,486398,557956,71558
036VI,India,36,36,12,168,Stationary,3217675,3289431,71756
036MR,U.S.,36,36,11,84,Stationary,937580,1009396,71816
034SA,India,34,34,9,11,Moving,783255,855168,71913
036MR,U.S.,36,36,11,152,Stationary,1864467,1936431,71964
057AP,U.S.,57,57.5,8,40,Stationary,2826652,2898867,72215
036VI,India,36,36,15,49,Stationary,1049809,1122061,72252
036VI,India,36,36,12,192,Stationary,3624468,3696819,72351
036VI,India,36,36,15,55,Stationary,1153689,1226068,72379
058LA,India,58,57.5,11,4,Stationary,1188134,1260577,72443
036MR,U.S.,36,36,13,16,Stationary,415584,488362,72778
053KD,U.S.,53,53.5,7,67,Stationary,826173,898988,72815
046TE,U.S.,46,46.5,10,45,Moving,2263401,2336236,72835
057AP,U.S.,57,57.5,7,16,Stationary,395160,468012,72852
034JC,U.S.,34,34,12,12,Stationary,1018070,1090984,72914
036NI,India,36,35,3,0,Stationary,0,73000,73000
036MR,U.S.,36,36,13,0,Stationary,0,73148,73148
034NW,U.S.,34,35,11,20,Stationary,291800,364987,73187
034NW,U.S.,34,35,8,1,Unclassified,48999,122559,73560
048RE,India,48,46.5,9,2,Stationary,12916,86612,73696
036MR,U.S.,36,36,11,142,Stationary,1676840,1750580,73740
046TE,U.S.,46,46.5,15,34,Stationary,1413127,1486906,73779
036NI,India,36,35,6,33,Stationary,1324749,1398818,74069
036MR,U.S.,36,36,11,14,Stationary,137085,211233,74148
048RE,India,48,46.5,20,26,Moving,893466,967736,74270
034SA,India,34,34,14,11,Stationary,959231,1033656,74425
053KD,U.S.,53,53.5,6,59,Stationary,1899002,1973427,74425
022JL,U.S.,22,23,12,24,Stationary,1715266,1789929,74663
058LA,India,58,57.5,10,3,Stationary,98216,172996,74780
058LA,India,58,57.5,9,3,Stationary,98216,172996,74780
006AP,U.S.,6,6,15,4,Stationary,533018,608021,75003
046TE,U.S.,46,46.5,15,14,Stationary,732672,807682,75010
034SA,India,34,34,9,7,Moving,578740,653867,75127
