"Participant.ID","Video","Motion.status","Pattern","Start_fr","End_fr","N_fr","Corr.Bin.Ctr","Corr.Bin.Count","Country","AgeMatchGroup"
"006AP",5,"Stationary","exp",48162,48312,150,"-1",0,"U.S.",6
"006AP",5,"Stationary","cw",48162,48312,150,"-1",0,"U.S.",6
"006AP",5,"Stationary","left",48162,48312,150,"-1",36,"U.S.",6
"006AP",5,"Stationary","up",48162,48312,150,"-1",36,"U.S.",6
"006AP",4,"Stationary","exp",34106,34256,150,"-1",0,"U.S.",6
"006AP",4,"Stationary","cw",34106,34256,150,"-1",0,"U.S.",6
"006AP",4,"Stationary","left",34106,34256,150,"-1",8,"U.S.",6
"006AP",4,"Stationary","up",34106,34256,150,"-1",8,"U.S.",6
"006AP",4,"Moving","exp",30839,30989,150,"-1",0,"U.S.",6
"006AP",4,"Moving","cw",30839,30989,150,"-1",1,"U.S.",6
"006AP",4,"Moving","left",30839,30989,150,"-1",0,"U.S.",6
"006AP",4,"Moving","up",30839,30989,150,"-1",0,"U.S.",6
"006AP",21,"Stationary","exp",11419,11568,149,"-1",0,"U.S.",6
"006AP",21,"Stationary","cw",11419,11568,149,"-1",0,"U.S.",6
"006AP",21,"Stationary","left",11419,11568,149,"-1",1,"U.S.",6
"006AP",21,"Stationary","up",11419,11568,149,"-1",1,"U.S.",6
"006AP",14,"Stationary","exp",4046,4196,150,"-1",0,"U.S.",6
"006AP",14,"Stationary","cw",4046,4196,150,"-1",0,"U.S.",6
"006AP",14,"Stationary","left",4046,4196,150,"-1",8,"U.S.",6
"006AP",14,"Stationary","up",4046,4196,150,"-1",8,"U.S.",6
"006AP",6,"Moving","exp",1798,1948,150,"-1",0,"U.S.",6
"006AP",6,"Moving","cw",1798,1948,150,"-1",0,"U.S.",6
"006AP",6,"Moving","left",1798,1948,150,"-1",0,"U.S.",6
"006AP",6,"Moving","up",1798,1948,150,"-1",0,"U.S.",6
"006AP",10,"Moving","exp",40999,41149,150,"-1",0,"U.S.",6
"006AP",10,"Moving","cw",40999,41149,150,"-1",0,"U.S.",6
"006AP",10,"Moving","left",40999,41149,150,"-1",16,"U.S.",6
"006AP",10,"Moving","up",40999,41149,150,"-1",16,"U.S.",6
"006AP",10,"Moving","exp",42018,42168,150,"-1",0,"U.S.",6
"006AP",10,"Moving","cw",42018,42168,150,"-1",0,"U.S.",6
"006AP",10,"Moving","left",42018,42168,150,"-1",10,"U.S.",6
"006AP",10,"Moving","up",42018,42168,150,"-1",10,"U.S.",6
"006AP",10,"Stationary","exp",49391,49540,149,"-1",0,"U.S.",6
"006AP",10,"Stationary","cw",49391,49540,149,"-1",0,"U.S.",6
"006AP",10,"Stationary","left",49391,49540,149,"-1",4,"U.S.",6
"006AP",10,"Stationary","up",49391,49540,149,"-1",4,"U.S.",6
"006AP",14,"Moving","exp",8242,8392,150,"-1",0,"U.S.",6
"006AP",14,"Moving","cw",8242,8392,150,"-1",0,"U.S.",6
"006AP",14,"Moving","left",8242,8392,150,"-1",42,"U.S.",6
"006AP",14,"Moving","up",8242,8392,150,"-1",42,"U.S.",6
"006AP",21,"Stationary","cw",11419,11568,149,"-0.29",5,"U.S.",6
"006AP",21,"Stationary","left",11419,11568,149,"-0.29",7,"U.S.",6
"006AP",21,"Stationary","up",11419,11568,149,"-0.29",7,"U.S.",6
"006AP",14,"Stationary","exp",4046,4196,150,"-0.29",2,"U.S.",6
"006AP",14,"Stationary","cw",4046,4196,150,"-0.29",8,"U.S.",6
"006AP",14,"Stationary","left",4046,4196,150,"-0.29",4,"U.S.",6
"006AP",14,"Stationary","up",4046,4196,150,"-0.29",4,"U.S.",6
"006AP",6,"Moving","exp",1798,1948,150,"-0.29",1,"U.S.",6
"006AP",6,"Moving","cw",1798,1948,150,"-0.29",1,"U.S.",6
"006AP",6,"Moving","left",1798,1948,150,"-0.29",8,"U.S.",6
"006AP",6,"Moving","up",1798,1948,150,"-0.29",8,"U.S.",6
"006AP",10,"Moving","exp",40999,41149,150,"-0.29",12,"U.S.",6
"006AP",10,"Moving","cw",40999,41149,150,"-0.29",5,"U.S.",6
"006AP",10,"Moving","left",40999,41149,150,"-0.29",10,"U.S.",6
"006AP",10,"Moving","up",40999,41149,150,"-0.29",10,"U.S.",6
"006AP",10,"Moving","exp",42018,42168,150,"-0.29",26,"U.S.",6
"006AP",10,"Moving","cw",42018,42168,150,"-0.29",7,"U.S.",6
"006AP",10,"Moving","left",42018,42168,150,"-0.29",7,"U.S.",6
"006AP",10,"Moving","up",42018,42168,150,"-0.29",7,"U.S.",6
"006AP",10,"Stationary","exp",49391,49540,149,"-0.29",5,"U.S.",6
"006AP",10,"Stationary","cw",49391,49540,149,"-0.29",4,"U.S.",6
"006AP",10,"Stationary","left",49391,49540,149,"-0.29",5,"U.S.",6
"006AP",10,"Stationary","up",49391,49540,149,"-0.29",5,"U.S.",6
"006AP",14,"Moving","exp",8242,8392,150,"-0.29",9,"U.S.",6
"006AP",14,"Moving","cw",8242,8392,150,"-0.29",9,"U.S.",6
"006AP",14,"Moving","left",8242,8392,150,"-0.29",7,"U.S.",6
"006AP",14,"Moving","up",8242,8392,150,"-0.29",7,"U.S.",6
"006AP",21,"Stationary","cw",11419,11568,149,"0.43",1,"U.S.",6
"006AP",21,"Stationary","left",11419,11568,149,"0.43",14,"U.S.",6
"006AP",21,"Stationary","up",11419,11568,149,"0.43",14,"U.S.",6
"006AP",14,"Stationary","exp",4046,4196,150,"0.43",2,"U.S.",6
"006AP",14,"Stationary","cw",4046,4196,150,"0.43",3,"U.S.",6
"006AP",14,"Stationary","left",4046,4196,150,"0.43",16,"U.S.",6
"006AP",14,"Stationary","up",4046,4196,150,"0.43",16,"U.S.",6
"006AP",6,"Moving","exp",1798,1948,150,"0.43",12,"U.S.",6
"006AP",6,"Moving","cw",1798,1948,150,"0.43",11,"U.S.",6
"006AP",6,"Moving","left",1798,1948,150,"0.43",8,"U.S.",6
"006AP",6,"Moving","up",1798,1948,150,"0.43",8,"U.S.",6
"006AP",10,"Moving","exp",40999,41149,150,"0.43",0,"U.S.",6
"006AP",10,"Moving","cw",40999,41149,150,"0.43",7,"U.S.",6
"006AP",10,"Moving","left",40999,41149,150,"0.43",4,"U.S.",6
"006AP",10,"Moving","up",40999,41149,150,"0.43",4,"U.S.",6
"006AP",10,"Moving","exp",42018,42168,150,"0.43",0,"U.S.",6
"006AP",10,"Moving","cw",42018,42168,150,"0.43",4,"U.S.",6
"006AP",10,"Moving","left",42018,42168,150,"0.43",14,"U.S.",6
"006AP",10,"Moving","up",42018,42168,150,"0.43",14,"U.S.",6
"006AP",10,"Stationary","exp",49391,49540,149,"0.43",0,"U.S.",6
"006AP",10,"Stationary","cw",49391,49540,149,"0.43",4,"U.S.",6
"006AP",10,"Stationary","left",49391,49540,149,"0.43",14,"U.S.",6
"006AP",10,"Stationary","up",49391,49540,149,"0.43",14,"U.S.",6
"006AP",14,"Moving","exp",8242,8392,150,"0.43",0,"U.S.",6
"006AP",14,"Moving","cw",8242,8392,150,"0.43",8,"U.S.",6
"006AP",14,"Moving","left",8242,8392,150,"0.43",2,"U.S.",6
"006AP",14,"Moving","up",8242,8392,150,"0.43",2,"U.S.",6
"006AP",4,"Stationary","exp",34106,34256,150,"-0.57",1,"U.S.",6
"006AP",4,"Stationary","cw",34106,34256,150,"-0.57",2,"U.S.",6
"006AP",4,"Stationary","left",34106,34256,150,"-0.57",9,"U.S.",6
"006AP",4,"Stationary","up",34106,34256,150,"-0.57",9,"U.S.",6
"006AP",4,"Moving","exp",30839,30989,150,"-0.57",0,"U.S.",6
"006AP",4,"Moving","cw",30839,30989,150,"-0.57",3,"U.S.",6
"006AP",4,"Moving","left",30839,30989,150,"-0.57",6,"U.S.",6
"006AP",4,"Moving","up",30839,30989,150,"-0.57",6,"U.S.",6
"006AP",21,"Stationary","exp",11419,11568,149,"-0.57",0,"U.S.",6
"006AP",21,"Stationary","cw",11419,11568,149,"-0.57",0,"U.S.",6
"006AP",21,"Stationary","left",11419,11568,149,"-0.57",9,"U.S.",6
"006AP",21,"Stationary","up",11419,11568,149,"-0.57",9,"U.S.",6
"006AP",14,"Stationary","exp",4046,4196,150,"-0.57",0,"U.S.",6
"006AP",14,"Stationary","cw",4046,4196,150,"-0.57",2,"U.S.",6
"006AP",14,"Stationary","left",4046,4196,150,"-0.57",5,"U.S.",6
"006AP",14,"Stationary","up",4046,4196,150,"-0.57",5,"U.S.",6
"006AP",6,"Moving","exp",1798,1948,150,"-0.57",0,"U.S.",6
"006AP",6,"Moving","cw",1798,1948,150,"-0.57",0,"U.S.",6
"006AP",6,"Moving","left",1798,1948,150,"-0.57",5,"U.S.",6
"006AP",6,"Moving","up",1798,1948,150,"-0.57",5,"U.S.",6
"006AP",10,"Moving","exp",40999,41149,150,"-0.57",2,"U.S.",6
"006AP",10,"Moving","cw",40999,41149,150,"-0.57",0,"U.S.",6
"006AP",5,"Stationary","exp",48162,48312,150,"0.14",12,"U.S.",6
"006AP",5,"Stationary","cw",48162,48312,150,"0.14",39,"U.S.",6
"006AP",5,"Stationary","left",48162,48312,150,"0.14",3,"U.S.",6
"006AP",5,"Stationary","up",48162,48312,150,"0.14",3,"U.S.",6
"006AP",4,"Stationary","exp",34106,34256,150,"0.14",17,"U.S.",6
"006AP",4,"Stationary","cw",34106,34256,150,"0.14",37,"U.S.",6
"006AP",4,"Stationary","left",34106,34256,150,"0.14",5,"U.S.",6
"006AP",4,"Stationary","up",34106,34256,150,"0.14",5,"U.S.",6
"006AP",4,"Moving","exp",30839,30989,150,"0.14",3,"U.S.",6
"006AP",4,"Moving","cw",30839,30989,150,"0.14",4,"U.S.",6
"006AP",4,"Moving","left",30839,30989,150,"0.14",4,"U.S.",6
"006AP",4,"Moving","up",30839,30989,150,"0.14",4,"U.S.",6
"006AP",21,"Stationary","exp",11419,11568,149,"0.14",42,"U.S.",6
"006AP",21,"Stationary","cw",11419,11568,149,"0.14",48,"U.S.",6
"006AP",21,"Stationary","left",11419,11568,149,"0.14",8,"U.S.",6
"006AP",21,"Stationary","up",11419,11568,149,"0.14",8,"U.S.",6
"006AP",14,"Stationary","exp",4046,4196,150,"0.14",22,"U.S.",6
"006AP",14,"Stationary","cw",4046,4196,150,"0.14",25,"U.S.",6
"006AP",14,"Stationary","left",4046,4196,150,"0.14",10,"U.S.",6
"006AP",14,"Stationary","up",4046,4196,150,"0.14",10,"U.S.",6
"006AP",6,"Moving","exp",1798,1948,150,"0.14",36,"U.S.",6
"006AP",6,"Moving","cw",1798,1948,150,"0.14",33,"U.S.",6
"006AP",6,"Moving","left",1798,1948,150,"0.14",13,"U.S.",6
"006AP",6,"Moving","up",1798,1948,150,"0.14",13,"U.S.",6
"006AP",10,"Moving","exp",40999,41149,150,"0.14",10,"U.S.",6
"006AP",10,"Moving","cw",40999,41149,150,"0.14",42,"U.S.",6
"006AP",10,"Moving","left",40999,41149,150,"0.14",5,"U.S.",6
"006AP",10,"Moving","up",40999,41149,150,"0.14",5,"U.S.",6
"006AP",10,"Moving","exp",42018,42168,150,"0.14",7,"U.S.",6
"006AP",10,"Moving","cw",42018,42168,150,"0.14",36,"U.S.",6
"006AP",10,"Moving","left",42018,42168,150,"0.14",9,"U.S.",6
"006AP",10,"Moving","up",42018,42168,150,"0.14",9,"U.S.",6
"006AP",10,"Stationary","exp",49391,49540,149,"0.14",31,"U.S.",6
"006AP",10,"Stationary","cw",49391,49540,149,"0.14",21,"U.S.",6
"006AP",10,"Stationary","left",49391,49540,149,"0.14",8,"U.S.",6
"006AP",10,"Stationary","up",49391,49540,149,"0.14",8,"U.S.",6
"006AP",14,"Moving","exp",8242,8392,150,"0.14",6,"U.S.",6
"006AP",14,"Moving","cw",8242,8392,150,"0.14",39,"U.S.",6
"006AP",14,"Moving","left",8242,8392,150,"0.14",0,"U.S.",6
"006AP",14,"Moving","up",8242,8392,150,"0.14",0,"U.S.",6
"006AP",21,"Stationary","cw",11419,11568,149,"0.86",0,"U.S.",6
"006AP",21,"Stationary","left",11419,11568,149,"0.86",8,"U.S.",6
"006AP",21,"Stationary","up",11419,11568,149,"0.86",8,"U.S.",6
"006AP",14,"Stationary","exp",4046,4196,150,"0.86",0,"U.S.",6
"006AP",14,"Stationary","cw",4046,4196,150,"0.86",0,"U.S.",6
"006AP",14,"Stationary","left",4046,4196,150,"0.86",11,"U.S.",6
"006AP",14,"Stationary","up",4046,4196,150,"0.86",11,"U.S.",6
"006AP",6,"Moving","exp",1798,1948,150,"0.86",1,"U.S.",6
"006AP",6,"Moving","cw",1798,1948,150,"0.86",0,"U.S.",6
"006AP",6,"Moving","left",1798,1948,150,"0.86",13,"U.S.",6
"006AP",6,"Moving","up",1798,1948,150,"0.86",13,"U.S.",6
"006AP",10,"Moving","exp",40999,41149,150,"0.86",0,"U.S.",6
"006AP",10,"Moving","cw",40999,41149,150,"0.86",0,"U.S.",6
"006AP",10,"Moving","left",40999,41149,150,"0.86",8,"U.S.",6
"006AP",10,"Moving","up",40999,41149,150,"0.86",8,"U.S.",6
"006AP",10,"Moving","exp",42018,42168,150,"0.86",0,"U.S.",6
"006AP",10,"Moving","cw",42018,42168,150,"0.86",0,"U.S.",6
"006AP",10,"Moving","left",42018,42168,150,"0.86",6,"U.S.",6
"006AP",10,"Moving","up",42018,42168,150,"0.86",6,"U.S.",6
"006AP",10,"Stationary","exp",49391,49540,149,"0.86",0,"U.S.",6
"006AP",10,"Stationary","cw",49391,49540,149,"0.86",0,"U.S.",6
"006AP",10,"Stationary","left",49391,49540,149,"0.86",12,"U.S.",6
"006AP",10,"Stationary","up",49391,49540,149,"0.86",12,"U.S.",6
"006AP",14,"Moving","exp",8242,8392,150,"0.86",0,"U.S.",6
"006AP",14,"Moving","cw",8242,8392,150,"0.86",0,"U.S.",6
"006AP",14,"Moving","left",8242,8392,150,"0.86",4,"U.S.",6
"006AP",14,"Moving","up",8242,8392,150,"0.86",4,"U.S.",6
"006AP",10,"Moving","up",42018,42168,150,"-0.86",8,"U.S.",6
"006AP",10,"Stationary","exp",49391,49540,149,"-0.86",0,"U.S.",6
"006AP",10,"Stationary","cw",49391,49540,149,"-0.86",0,"U.S.",6
"006AP",10,"Stationary","left",49391,49540,149,"-0.86",11,"U.S.",6
"006AP",10,"Stationary","up",49391,49540,149,"-0.86",11,"U.S.",6
"006AP",14,"Moving","exp",8242,8392,150,"-0.86",0,"U.S.",6
"006AP",14,"Moving","cw",8242,8392,150,"-0.86",0,"U.S.",6
"006AP",14,"Moving","left",8242,8392,150,"-0.86",31,"U.S.",6
"006AP",14,"Moving","up",8242,8392,150,"-0.86",31,"U.S.",6
"006AP",21,"Stationary","cw",11419,11568,149,"-0.14",35,"U.S.",6
"006AP",21,"Stationary","left",11419,11568,149,"-0.14",8,"U.S.",6
"006AP",21,"Stationary","up",11419,11568,149,"-0.14",8,"U.S.",6
"006AP",14,"Stationary","exp",4046,4196,150,"-0.14",30,"U.S.",6
"006AP",14,"Stationary","cw",4046,4196,150,"-0.14",37,"U.S.",6
"006AP",14,"Stationary","left",4046,4196,150,"-0.14",8,"U.S.",6
"006AP",14,"Stationary","up",4046,4196,150,"-0.14",8,"U.S.",6
"006AP",6,"Moving","exp",1798,1948,150,"-0.14",14,"U.S.",6
"006AP",6,"Moving","cw",1798,1948,150,"-0.14",9,"U.S.",6
"006AP",6,"Moving","left",1798,1948,150,"-0.14",8,"U.S.",6
"006AP",6,"Moving","up",1798,1948,150,"-0.14",8,"U.S.",6
"006AP",10,"Moving","exp",40999,41149,150,"-0.14",36,"U.S.",6
"006AP",10,"Moving","cw",40999,41149,150,"-0.14",15,"U.S.",6
"006AP",10,"Moving","left",40999,41149,150,"-0.14",4,"U.S.",6
"006AP",10,"Moving","up",40999,41149,150,"-0.14",4,"U.S.",6
"006AP",10,"Moving","exp",42018,42168,150,"-0.14",48,"U.S.",6
"006AP",10,"Moving","cw",42018,42168,150,"-0.14",36,"U.S.",6
"006AP",10,"Moving","left",42018,42168,150,"-0.14",8,"U.S.",6
"006AP",10,"Moving","up",42018,42168,150,"-0.14",8,"U.S.",6
"006AP",10,"Stationary","exp",49391,49540,149,"-0.14",24,"U.S.",6
"006AP",10,"Stationary","cw",49391,49540,149,"-0.14",30,"U.S.",6
"006AP",10,"Stationary","left",49391,49540,149,"-0.14",7,"U.S.",6
"006AP",10,"Stationary","up",49391,49540,149,"-0.14",7,"U.S.",6
"006AP",14,"Moving","exp",8242,8392,150,"-0.14",20,"U.S.",6
"006AP",14,"Moving","cw",8242,8392,150,"-0.14",14,"U.S.",6
"006AP",14,"Moving","left",8242,8392,150,"-0.14",4,"U.S.",6
"006AP",14,"Moving","up",8242,8392,150,"-0.14",4,"U.S.",6
"006AP",21,"Stationary","cw",11419,11568,149,"0.57",0,"U.S.",6
"006AP",21,"Stationary","left",11419,11568,149,"0.57",8,"U.S.",6
"006AP",21,"Stationary","up",11419,11568,149,"0.57",8,"U.S.",6
"006AP",14,"Stationary","exp",4046,4196,150,"0.57",0,"U.S.",6
"006AP",14,"Stationary","cw",4046,4196,150,"0.57",2,"U.S.",6
"006AP",14,"Stationary","left",4046,4196,150,"0.57",13,"U.S.",6
"006AP",14,"Stationary","up",4046,4196,150,"0.57",13,"U.S.",6
"006AP",6,"Moving","exp",1798,1948,150,"0.57",14,"U.S.",6
"006AP",6,"Moving","cw",1798,1948,150,"0.57",6,"U.S.",6
"006AP",6,"Moving","left",1798,1948,150,"0.57",10,"U.S.",6
"006AP",6,"Moving","up",1798,1948,150,"0.57",10,"U.S.",6
"006AP",10,"Moving","exp",40999,41149,150,"0.57",0,"U.S.",6
"006AP",10,"Moving","cw",40999,41149,150,"0.57",4,"U.S.",6
"006AP",10,"Moving","left",40999,41149,150,"0.57",5,"U.S.",6
"006AP",10,"Moving","up",40999,41149,150,"0.57",5,"U.S.",6
"006AP",10,"Moving","exp",42018,42168,150,"0.57",0,"U.S.",6
"006AP",10,"Moving","cw",42018,42168,150,"0.57",0,"U.S.",6
"006AP",10,"Moving","left",42018,42168,150,"0.57",11,"U.S.",6
"006AP",10,"Moving","up",42018,42168,150,"0.57",11,"U.S.",6
"006AP",10,"Stationary","exp",49391,49540,149,"0.57",0,"U.S.",6
"006AP",10,"Stationary","cw",49391,49540,149,"0.57",0,"U.S.",6
"006AP",5,"Stationary","exp",48162,48312,150,"-0.43",2,"U.S.",6
"006AP",5,"Stationary","cw",48162,48312,150,"-0.43",0,"U.S.",6
"006AP",5,"Stationary","left",48162,48312,150,"-0.43",6,"U.S.",6
"006AP",5,"Stationary","up",48162,48312,150,"-0.43",6,"U.S.",6
"006AP",4,"Stationary","exp",34106,34256,150,"-0.43",1,"U.S.",6
"006AP",4,"Stationary","cw",34106,34256,150,"-0.43",1,"U.S.",6
"006AP",4,"Stationary","left",34106,34256,150,"-0.43",5,"U.S.",6
"006AP",4,"Stationary","up",34106,34256,150,"-0.43",5,"U.S.",6
"006AP",4,"Moving","exp",30839,30989,150,"-0.43",1,"U.S.",6
"006AP",4,"Moving","cw",30839,30989,150,"-0.43",8,"U.S.",6
"006AP",4,"Moving","left",30839,30989,150,"-0.43",7,"U.S.",6
"006AP",4,"Moving","up",30839,30989,150,"-0.43",7,"U.S.",6
"006AP",21,"Stationary","exp",11419,11568,149,"-0.43",0,"U.S.",6
"006AP",21,"Stationary","cw",11419,11568,149,"-0.43",1,"U.S.",6
"006AP",21,"Stationary","left",11419,11568,149,"-0.43",8,"U.S.",6
"006AP",21,"Stationary","up",11419,11568,149,"-0.43",8,"U.S.",6
"006AP",14,"Stationary","exp",4046,4196,150,"-0.43",2,"U.S.",6
"006AP",14,"Stationary","cw",4046,4196,150,"-0.43",4,"U.S.",6
"006AP",14,"Stationary","left",4046,4196,150,"-0.43",6,"U.S.",6
"006AP",14,"Stationary","up",4046,4196,150,"-0.43",6,"U.S.",6
"006AP",6,"Moving","exp",1798,1948,150,"-0.43",1,"U.S.",6
"006AP",6,"Moving","cw",1798,1948,150,"-0.43",0,"U.S.",6
"006AP",6,"Moving","left",1798,1948,150,"-0.43",6,"U.S.",6
"006AP",6,"Moving","up",1798,1948,150,"-0.43",6,"U.S.",6
"006AP",10,"Moving","exp",40999,41149,150,"-0.43",8,"U.S.",6
"006AP",10,"Moving","cw",40999,41149,150,"-0.43",1,"U.S.",6
"006AP",10,"Moving","left",40999,41149,150,"-0.43",6,"U.S.",6
"006AP",10,"Moving","up",40999,41149,150,"-0.43",6,"U.S.",6
"006AP",10,"Moving","exp",42018,42168,150,"-0.43",21,"U.S.",6
"006AP",10,"Moving","cw",42018,42168,150,"-0.43",1,"U.S.",6
"006AP",10,"Moving","left",42018,42168,150,"-0.43",19,"U.S.",6
"006AP",10,"Moving","up",42018,42168,150,"-0.43",19,"U.S.",6
"006AP",10,"Stationary","exp",49391,49540,149,"-0.43",1,"U.S.",6
"006AP",10,"Stationary","cw",49391,49540,149,"-0.43",0,"U.S.",6
"006AP",10,"Stationary","left",49391,49540,149,"-0.43",10,"U.S.",6
"006AP",10,"Stationary","up",49391,49540,149,"-0.43",10,"U.S.",6
"006AP",14,"Moving","exp",8242,8392,150,"-0.43",4,"U.S.",6
"006AP",14,"Moving","cw",8242,8392,150,"-0.43",1,"U.S.",6
"006AP",14,"Moving","left",8242,8392,150,"-0.43",5,"U.S.",6
"006AP",14,"Moving","up",8242,8392,150,"-0.43",5,"U.S.",6
"006AP",21,"Stationary","cw",11419,11568,149,"0.29",10,"U.S.",6
"006AP",21,"Stationary","left",11419,11568,149,"0.29",6,"U.S.",6
"006AP",21,"Stationary","up",11419,11568,149,"0.29",6,"U.S.",6
"006AP",14,"Stationary","exp",4046,4196,150,"0.29",9,"U.S.",6
"006AP",14,"Stationary","cw",4046,4196,150,"0.29",8,"U.S.",6
"006AP",14,"Stationary","left",4046,4196,150,"0.29",15,"U.S.",6
"006AP",14,"Stationary","up",4046,4196,150,"0.29",15,"U.S.",6
"006AP",6,"Moving","exp",1798,1948,150,"0.29",21,"U.S.",6
"006AP",6,"Moving","cw",1798,1948,150,"0.29",19,"U.S.",6
"006AP",6,"Moving","left",1798,1948,150,"0.29",12,"U.S.",6
"006AP",6,"Moving","up",1798,1948,150,"0.29",12,"U.S.",6
"006AP",10,"Moving","exp",40999,41149,150,"0.29",1,"U.S.",6
"006AP",10,"Moving","cw",40999,41149,150,"0.29",18,"U.S.",6
"006AP",10,"Moving","left",40999,41149,150,"0.29",4,"U.S.",6
"006AP",10,"Moving","up",40999,41149,150,"0.29",4,"U.S.",6
"006AP",10,"Moving","exp",42018,42168,150,"0.29",1,"U.S.",6
"006AP",10,"Moving","cw",42018,42168,150,"0.29",7,"U.S.",6
"006AP",10,"Moving","left",42018,42168,150,"0.29",12,"U.S.",6
"006AP",10,"Moving","up",42018,42168,150,"0.29",12,"U.S.",6
"006AP",10,"Stationary","exp",49391,49540,149,"0.29",5,"U.S.",6
"006AP",10,"Stationary","cw",49391,49540,149,"0.29",3,"U.S.",6
"006AP",10,"Stationary","left",49391,49540,149,"0.29",5,"U.S.",6
"006AP",10,"Stationary","up",49391,49540,149,"0.29",5,"U.S.",6
"006AP",14,"Moving","exp",8242,8392,150,"0.29",0,"U.S.",6
"006AP",14,"Moving","cw",8242,8392,150,"0.29",8,"U.S.",6
"006AP",14,"Moving","left",8242,8392,150,"0.29",4,"U.S.",6
"006AP",14,"Moving","up",8242,8392,150,"0.29",4,"U.S.",6
"006AP",21,"Stationary","cw",11419,11568,149,"1",0,"U.S.",6
"006AP",21,"Stationary","left",11419,11568,149,"1",2,"U.S.",6
"006AP",21,"Stationary","up",11419,11568,149,"1",2,"U.S.",6
"006AP",14,"Stationary","exp",4046,4196,150,"1",0,"U.S.",6
"006AP",14,"Stationary","cw",4046,4196,150,"1",0,"U.S.",6
"006AP",14,"Stationary","left",4046,4196,150,"1",9,"U.S.",6
"006AP",14,"Stationary","up",4046,4196,150,"1",9,"U.S.",6
"006AP",6,"Moving","exp",1798,1948,150,"1",0,"U.S.",6
"006AP",6,"Moving","cw",1798,1948,150,"1",0,"U.S.",6
"006AP",6,"Moving","left",1798,1948,150,"1",11,"U.S.",6
"006AP",6,"Moving","up",1798,1948,150,"1",11,"U.S.",6
"006AP",10,"Moving","exp",40999,41149,150,"1",0,"U.S.",6
"006AP",10,"Moving","cw",40999,41149,150,"1",0,"U.S.",6
"006AP",10,"Moving","left",40999,41149,150,"1",3,"U.S.",6
"006AP",10,"Moving","up",40999,41149,150,"1",3,"U.S.",6
"006AP",10,"Moving","exp",42018,42168,150,"1",0,"U.S.",6
"006AP",10,"Moving","cw",42018,42168,150,"1",0,"U.S.",6
"006AP",10,"Moving","left",42018,42168,150,"1",4,"U.S.",6
"006AP",10,"Moving","up",42018,42168,150,"1",4,"U.S.",6
"006AP",10,"Stationary","exp",49391,49540,149,"1",0,"U.S.",6
"006AP",10,"Stationary","cw",49391,49540,149,"1",0,"U.S.",6
"006AP",10,"Stationary","left",49391,49540,149,"1",7,"U.S.",6
"006AP",10,"Stationary","up",49391,49540,149,"1",7,"U.S.",6
"006AP",14,"Moving","exp",8242,8392,150,"1",0,"U.S.",6
"006AP",14,"Moving","cw",8242,8392,150,"1",0,"U.S.",6
"006AP",14,"Moving","left",8242,8392,150,"1",16,"U.S.",6
"006AP",14,"Moving","up",8242,8392,150,"1",16,"U.S.",6
"006AP",10,"Moving","up",42018,42168,150,"-0.71",9,"U.S.",6
"006AP",10,"Stationary","exp",49391,49540,149,"-0.71",1,"U.S.",6
"006AP",10,"Stationary","cw",49391,49540,149,"-0.71",0,"U.S.",6
"006AP",10,"Stationary","left",49391,49540,149,"-0.71",7,"U.S.",6
"006AP",10,"Stationary","up",49391,49540,149,"-0.71",7,"U.S.",6
"006AP",14,"Moving","exp",8242,8392,150,"-0.71",0,"U.S.",6
"006AP",14,"Moving","cw",8242,8392,150,"-0.71",0,"U.S.",6
"006AP",14,"Moving","left",8242,8392,150,"-0.71",10,"U.S.",6
"006AP",14,"Moving","up",8242,8392,150,"-0.71",10,"U.S.",6
"006AP",21,"Stationary","cw",11419,11568,149,"0",49,"U.S.",6
"006AP",21,"Stationary","left",11419,11568,149,"0",17,"U.S.",6
"006AP",21,"Stationary","up",11419,11568,149,"0",17,"U.S.",6
"006AP",14,"Stationary","exp",4046,4196,150,"0",83,"U.S.",6
"006AP",14,"Stationary","cw",4046,4196,150,"0",59,"U.S.",6
"006AP",14,"Stationary","left",4046,4196,150,"0",15,"U.S.",6
"006AP",14,"Stationary","up",4046,4196,150,"0",15,"U.S.",6
"006AP",6,"Moving","exp",1798,1948,150,"0",45,"U.S.",6
"006AP",6,"Moving","cw",1798,1948,150,"0",71,"U.S.",6
"006AP",6,"Moving","left",1798,1948,150,"0",26,"U.S.",6
"006AP",6,"Moving","up",1798,1948,150,"0",26,"U.S.",6
"006AP",10,"Moving","exp",40999,41149,150,"0",81,"U.S.",6
"006AP",10,"Moving","cw",40999,41149,150,"0",56,"U.S.",6
"006AP",5,"Stationary","exp",48162,48312,150,"0.71",0,"U.S.",6
"006AP",5,"Stationary","cw",48162,48312,150,"0.71",0,"U.S.",6
"006AP",5,"Stationary","left",48162,48312,150,"0.71",8,"U.S.",6
"006AP",5,"Stationary","up",48162,48312,150,"0.71",8,"U.S.",6
"006AP",4,"Stationary","exp",34106,34256,150,"0.71",0,"U.S.",6
"006AP",4,"Stationary","cw",34106,34256,150,"0.71",0,"U.S.",6
"006AP",4,"Stationary","left",34106,34256,150,"0.71",15,"U.S.",6
"006AP",4,"Stationary","up",34106,34256,150,"0.71",15,"U.S.",6
"006AP",4,"Moving","exp",30839,30989,150,"0.71",0,"U.S.",6
"006AP",4,"Moving","cw",30839,30989,150,"0.71",0,"U.S.",6
